"code","iso","country","LCB.ind.1995","LCB.ind.1996","LCB.ind.1997","LCB.ind.1998","LCB.ind.1999","LCB.ind.2000","LCB.ind.2001","LCB.ind.2002","LCB.ind.2003","LCB.ind.2004","LCB.ind.2005","LCB.ind.2006","LCB.ind.2007","LCB.ind.2008","LCB.ind.2009","LCB.ind.2010","LCB.ind.2011","LCB.ind.2012","LCB.ind.2013","LCB.ind.2014","LCB.ind.2015","LCB.ind.2016","LCB.ind.2017","LCB.ind.2018","LCB.ind.2019","LCB.ind.2020"
36,"AUS","Australia",89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546,89.2656888977546
40,"AUT","Austria",76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372,76.6645305152372
31,"AZE","Azerbaijan",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
44,"BHS","Bahamas",42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845,42.9015148216845
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718,29.0563543453718
52,"BRB","Barbados",35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338,35.3460104209338
112,"BLR","Belarus",62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214,62.5753538163214
56,"BEL","Belgium",44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226,44.5496820239226
84,"BLZ","Belize",42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223,42.8853350589223
204,"BEN","Benin",50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421,50.4344937213421
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512,31.9314676656512
68,"BOL","Bolivia",58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514,58.1847790599514
70,"BIH","Bosnia and Herzegovina",62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304,62.5617758348304
72,"BWA","Botswana",84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927,84.6086367152927
76,"BRA","Brazil",78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748,78.0713460804748
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652,54.8165326246652
100,"BGR","Bulgaria",77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078,77.409206139078
854,"BFA","Burkina Faso",84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939,84.2399646334939
108,"BDI","Burundi",47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966,47.0076442930966
132,"CPV","Cabo Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"KHM","Cambodia",12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333,12.5961355513333
120,"CMR","Cameroon",25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237,25.8520009007237
124,"CAN","Canada",61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604,61.981333043604
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127,43.7297718393127
148,"TCD","Chad",37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552,37.5583621684552
152,"CHL","Chile",54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337,54.9005655904337
156,"CHN","China",35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372,35.7499478313372
170,"COL","Colombia",70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749,70.537616170749
174,"COM","Comoros",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587,83.2055061700587
384,"CIV","Cote d'Ivoire",44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627,44.3394398685627
191,"HRV","Croatia",61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291,61.9579282015291
192,"CUB","Cuba",93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404,93.5107823567404
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895,43.51399245895
203,"CZE","Czech Republic",50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868,50.8406744833868
180,"COD","Dem. Rep. Congo",38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408,38.7121118404408
208,"DNK","Denmark",61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971,61.9189287626971
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147,82.5305154615147
214,"DOM","Dominican Republic",60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377,60.5523190213377
218,"ECU","Ecuador",55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475,55.5362255711475
818,"EGY","Egypt",20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329,20.9773281847329
222,"SLV","El Salvador",96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746,96.8137299116746
226,"GNQ","Equatorial Guinea",3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371,3.70178510209371
232,"ERI","Eritrea",29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285,29.7963097413285
233,"EST","Estonia",52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535,52.7485416712535
748,"SWZ","Eswatini",90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989,90.1598464458989
231,"ETH","Ethiopia",40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195,40.2364098270195
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642,53.8778810017642
246,"FIN","Finland",64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099,64.4566509820099
250,"FRA","France",61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492,61.3287103620492
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689,42.7211570010689
