"code","iso","country","NXA.ind.1995","NXA.ind.1996","NXA.ind.1997","NXA.ind.1998","NXA.ind.1999","NXA.ind.2000","NXA.ind.2001","NXA.ind.2002","NXA.ind.2003","NXA.ind.2004","NXA.ind.2005","NXA.ind.2006","NXA.ind.2007","NXA.ind.2008","NXA.ind.2009","NXA.ind.2010","NXA.ind.2011","NXA.ind.2012","NXA.ind.2013","NXA.ind.2014","NXA.ind.2015","NXA.ind.2016","NXA.ind.2017","NXA.ind.2018","NXA.ind.2019","NXA.ind.2020"
76,"BRA","Brazil",45.0566310220929,45.0566310220929,45.0566310220929,45.0566310220929,45.0566310220929,47.5620679170848,50.3134493226269,54.0084609229916,58.6227531804252,60.2249139256615,61.7011560358949,60.5872924968637,56.9093334280703,51.1992317137121,48.1792528696154,43.9100453805454,42.0276591961452,41.1386704949314,41.9632027895669,42.5166924295696,42.5166924295696,42.5166924295696,42.5166924295696,42.5166924295696,42.5166924295696,42.5166924295696
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",32.1175104798707,32.1175104798707,32.1175104798707,32.1175104798707,32.1175104798707,42.4745662079921,51.7470686452229,60.1884456579088,63.3809201049745,65.4350166095642,67.7726891223916,59.7816507636592,51.4240709729347,44.6219574174405,42.4036685561187,48.0939904933667,55.4406524561899,63.0928154243055,69.5147693869263,74.0067721147391,74.0067721147391,74.0067721147391,74.0067721147391,74.0067721147391,74.0067721147391,74.0067721147391
100,"BGR","Bulgaria",74.4226007157962,74.4226007157962,74.4226007157962,74.4226007157962,74.4226007157962,80.1805707761528,82.1304003886203,73.4631761897533,68.9185961365047,65.3053615375387,57.347627683281,51.7400266111597,50.3517181312417,51.8673856415856,66.8769964641802,81.6883618418919,95.0075919641129,100,100,100,100,100,100,100,100,100
854,"BFA","Burkina Faso",36.7867905829448,36.7867905829448,36.7867905829448,36.7867905829448,36.7867905829448,42.3361016987191,47.3801566769011,54.5603641884134,58.6581955961022,56.9339669528715,51.8605708893175,44.8377360631235,31.3535718974481,17.7215557975977,11.1150365756161,10.8170981173424,11.0819754791429,17.7745958613975,25.2413910589576,33.4687368923867,33.4687368923867,33.4687368923867,33.4687368923867,33.4687368923867,33.4687368923867,33.4687368923867
108,"BDI","Burundi",46.1482609363701,46.1482609363701,46.1482609363701,46.1482609363701,46.1482609363701,52.8776708056102,50.4928396884796,48.7844524535687,47.1909135135594,41.5214433840405,37.0334072123425,32.4217020587608,27.5883975421838,24.7003875169167,30.4458009524297,39.878705105797,42.1855241438994,44.4288132222668,46.3495990212191,46.2385128502049,46.2385128502049,46.2385128502049,46.2385128502049,46.2385128502049,46.2385128502049,46.2385128502049
132,"CPV","Cabo Verde",42.3200227764138,42.3200227764138,42.3200227764138,42.3200227764138,42.3200227764138,30.0366516570407,29.2414016871899,24.2467205315191,22.6552273299435,24.8200578508108,26.3792009683045,33.9260186538044,37.0690577595927,43.7143664999353,50.4142849229401,47.9831418439516,38.3362872277113,30.0655643374878,25.5719798304584,25.5736218015416,25.5736218015416,25.5736218015416,25.5736218015416,25.5736218015416,25.5736218015416,25.5736218015416
116,"KHM","Cambodia",0,0,0,0,0,0,0,0,24.8642536263031,100,100,100,100,100,100,82.2623133568958,61.9485926118577,50.6621834922248,49.8910867652231,49.429375329817,49.429375329817,49.429375329817,49.429375329817,49.429375329817,49.429375329817,49.429375329817
120,"CMR","Cameroon",59.8214166599877,59.8214166599877,59.8214166599877,59.8214166599877,59.8214166599877,55.685534663538,54.1101089513637,52.4755270830907,49.9069903180342,46.2931220117581,43.9035930104889,44.0456112478771,39.85238145675,38.3924905332588,37.7240200159296,35.3245475793014,35.8422769317969,36.6006865856432,37.963464731957,40.4336503821672,40.4336503821672,40.4336503821672,40.4336503821672,40.4336503821672,40.4336503821672,40.4336503821672
124,"CAN","Canada",69.0726850739502,69.0726850739502,69.0726850739502,69.0726850739502,69.0726850739502,68.2428406393722,70.8274802170102,75.2831035834277,80.7063224803769,86.3160198651762,92.3344311112906,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
136,"CYM","Cayman Islands",66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,66.4719036511126,61.9505682898897,64.9023707323469,64.6208230894819,57.4769998138698,49.8085604934941,43.9873310709434,37.7906580667121,37.7906580667121,37.7906580667121,37.7906580667121,37.7906580667121,37.7906580667121,37.7906580667121
140,"CAF","Central African Republic",49.9873860177436,49.9873860177436,49.9873860177436,49.9873860177436,49.9873860177436,52.6666501067392,54.2565110768716,56.0892691250559,58.1559186497148,56.2308584949144,54.250955669644,54.0434963647301,51.5975678935375,48.8015717762679,48.9884363430581,48.6404063802569,47.0010616467374,46.7787606313547,47.2229626705709,47.8618851554868,47.8618851554868,47.8618851554868,47.8618851554868,47.8618851554868,47.8618851554868,47.8618851554868
148,"TCD","Chad",36.7263979277689,36.7263979277689,36.7263979277689,36.7263979277689,36.7263979277689,33.6913431208652,34.4110307758435,36.1461005669285,41.9395428800328,41.6596250095523,41.4953682760008,42.5417853161536,41.50209942595,41.3992133128751,42.2795513090708,44.409079241615,45.8427654136982,48.3026600980822,49.567373687824,51.7370111969866,51.7370111969866,51.7370111969866,51.7370111969866,51.7370111969866,51.7370111969866,51.7370111969866
152,"CHL","Chile",16.6838364121327,16.6838364121327,16.6838364121327,16.6838364121327,16.6838364121327,25.1483434968301,40.7997940407076,55.3160449614786,68.8551966659131,77.237106648129,79.6173226947775,74.650681362309,57.2602574260534,38.1348969940899,27.3119997140598,18.7078205276973,17.229852028628,14.113644405288,14.9141516150034,18.7260545462612,18.7260545462612,18.7260545462612,18.7260545462612,18.7260545462612,18.7260545462612,18.7260545462612
156,"CHN","China",29.2803326930499,29.2803326930499,29.2803326930499,29.2803326930499,29.2803326930499,34.9567013882043,42.7414914970352,49.2567079727877,47.4673229446129,42.0336552326494,33.3777684639222,21.55039462876,15.8635526374095,11.942111931957,12.7544941501471,13.0653007254349,17.3368708674268,25.6751040752025,33.7524225141084,41.5128105923782,41.5128105923782,41.5128105923782,41.5128105923782,41.5128105923782,41.5128105923782,41.5128105923782
170,"COL","Colombia",55.5039701963054,55.5039701963054,55.5039701963054,55.5039701963054,55.5039701963054,62.4811108421405,67.8833685117883,75.4727333382765,84.1865732320105,93.0301629656497,90.475702944697,83.2518928581617,73.2664303290453,65.2767132532572,62.4116477338848,58.4868234944969,50.3750017054523,48.0080457876512,47.8373007412941,46.4301477130508,46.4301477130508,46.4301477130508,46.4301477130508,46.4301477130508,46.4301477130508,46.4301477130508
174,"COM","Comoros",50.7739278667624,50.7739278667624,50.7739278667624,50.7739278667624,50.7739278667624,52.4139074513596,52.0766688250819,51.967210734595,51.8966017159175,49.0082868908574,45.3933624090283,43.0990989260638,38.4625192022819,36.1951679727314,36.1428740564274,38.2645300197347,35.5680118794746,35.6628370890134,38.5251262736263,41.6009593591944,41.6009593591944,41.6009593591944,41.6009593591944,41.6009593591944,41.6009593591944,41.6009593591944
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",56.411840581291,56.411840581291,56.411840581291,56.411840581291,56.411840581291,73.1541724655006,94.4576604921238,98.4191391873472,100,95.5431838796105,87.7909923635787,77.1054900240623,67.114683296382,57.6663600372983,55.1418234756341,53.4327953889813,41.8474329444231,29.5572066550968,17.7994359296202,12.0991248958101,12.0991248958101,12.0991248958101,12.0991248958101,12.0991248958101,12.0991248958101,12.0991248958101
384,"CIV","Cote d'Ivoire",26.9689324147286,26.9689324147286,26.9689324147286,26.9689324147286,26.9689324147286,24.4286348589923,25.1129751540771,28.0346277515016,41.6635038646211,49.2625195490385,55.0611900608959,60.2129529778051,61.4190227337143,61.4553164023881,56.5510318940722,52.6905735241228,51.3235618993144,34.9102247754521,29.7164120008958,23.2553007582821,23.2553007582821,23.2553007582821,23.2553007582821,23.2553007582821,23.2553007582821,23.2553007582821
191,"HRV","Croatia",68.2692944233594,68.2692944233594,68.2692944233594,68.2692944233594,68.2692944233594,68.2692944233594,68.2692944233594,68.2692944233594,68.2692944233594,68.2692944233594,77.6816020288826,87.4999960156873,87.4425272800278,89.081945744858,89.101708301021,98.7017237283147,100,100,94.226896411542,81.689727293494,81.689727293494,81.689727293494,81.689727293494,81.689727293494,81.689727293494,81.689727293494
192,"CUB","Cuba",84.7761618899886,84.7761618899886,84.7761618899886,84.7761618899886,84.7761618899886,84.7761618899886,67.8718066806265,64.5265265799529,74.0567657380946,87.2748019928708,100,100,100,100,100,100,100,100,96.1826055577393,89.619688820883,89.619688820883,89.619688820883,89.619688820883,89.619688820883,89.619688820883,89.619688820883
531,"CUW","Curacao",60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,60.4260468297125,61.4090718408832,62.3995197616291,82.5627303506792,100,100,100,100,100,100,100,100
196,"CYP","Cyprus",55.5337418057543,55.5337418057543,55.5337418057543,55.5337418057543,55.5337418057543,56.3321416500903,60.4989971687914,61.1405860659894,61.277205129479,60.6146106157052,63.6570901756411,66.8445898373413,69.1946138300502,75.9228393730176,83.8133112275594,89.6647455088445,84.1315315411775,78.1079608349103,84.3683997684075,83.0829070650847,83.0829070650847,83.0829070650847,83.0829070650847,83.0829070650847,83.0829070650847,83.0829070650847
203,"CZE","Czech Republic",90.8598002948645,90.8598002948645,90.8598002948645,90.8598002948645,90.8598002948645,90.4635079002898,88.7853549479601,82.9863843615255,78.846500986358,76.1959624799175,79.5283061379265,76.3165762219187,76.8626739646425,88.7862243625467,100,100,100,100,100,100,100,100,100,100,100,100
180,"COD","Dem. Rep. Congo",57.0858796232767,57.0858796232767,57.0858796232767,57.0858796232767,57.0858796232767,52.1093907556195,49.6502341471023,47.3703954284819,44.8445811507123,42.1837213300057,39.332141909849,37.1668339314636,35.8863519867956,35.6494949664204,37.7713962062737,38.6274201494142,39.1157297935205,42.6209928838776,45.7811472169228,50.1527213978012,50.1527213978012,50.1527213978012,50.1527213978012,50.1527213978012,50.1527213978012,50.1527213978012
208,"DNK","Denmark",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
262,"DJI","Djibouti",76.9213240293749,76.9213240293749,76.9213240293749,76.9213240293749,76.9213240293749,76.9213240293749,71.2851475274381,52.6299159673139,27.6534302991102,25.0412598193057,26.2985827884393,29.1258482900145,30.9918420329518,28.4669491770718,29.2750043136,32.4973875796834,31.6502189199893,35.5914738966158,38.4552831952601,40.9895950741665,40.9895950741665,40.9895950741665,40.9895950741665,40.9895950741665,40.9895950741665,40.9895950741665
212,"DMA","Dominica",11.4755964508116,11.4755964508116,11.4755964508116,11.4755964508116,11.4755964508116,9.0316593755413,2.4348675613856,0.0476357055368908,6.89952750050075,12.5671480046259,17.4648579198573,22.2215879106373,33.5545215030353,35.5213859414726,44.2793560457062,51.7993602326053,54.4208507282271,53.2534374283333,52.1938178998737,52.2779182799611,52.2779182799611,52.2779182799611,52.2779182799611,52.2779182799611,52.2779182799611,52.2779182799611
214,"DOM","Dominican Republic",3.16532170374641,3.16532170374641,3.16532170374641,3.16532170374641,3.16532170374641,2.25311311657272,7.03840480007688,8.03210575867709,20.5379336865228,30.9545073494069,39.7629087785847,47.3058794271134,53.5851934610414,57.2219693723621,61.7954705681994,63.560592849492,68.7072249916757,66.2999709934276,68.7278990188544,72.8911193214845,72.8911193214845,72.8911193214845,72.8911193214845,72.8911193214845,72.8911193214845,72.8911193214845
218,"ECU","Ecuador",54.4392202225404,54.4392202225404,54.4392202225404,54.4392202225404,54.4392202225404,66.0288950719211,71.8195648854468,73.7684056060387,80.8584267966251,83.518589273428,79.1204466140381,66.3147056672531,46.7610619122941,30.09016741802,29.5003975242324,29.3950641889684,30.0176200939887,28.2251391262786,29.2307510150223,31.5512616263685,31.5512616263685,31.5512616263685,31.5512616263685,31.5512616263685,31.5512616263685,31.5512616263685
818,"EGY","Egypt",31.1887653701016,31.1887653701016,31.1887653701016,31.1887653701016,31.1887653701016,28.1644755918061,31.1828475642769,33.9950507548559,37.0921543102335,43.8510021169834,50.0263299595034,55.9702987714767,54.5380133558785,52.3463707349587,51.8358217611537,50.4380271455598,53.4433403398356,54.5534858459194,57.1348090437789,58.3856064868124,58.3856064868124,58.3856064868124,58.3856064868124,58.3856064868124,58.3856064868124,58.3856064868124
222,"SLV","El Salvador",11.0635475770547,11.0635475770547,11.0635475770547,11.0635475770547,11.0635475770547,24.9837749841435,31.3680676389767,38.432293535653,45.4688752805282,53.3939776681852,50.6426298849105,50.5246106281588,47.5073702526761,48.9467876173895,51.0885676971565,58.4531890257732,61.3728256394539,63.5792210563694,66.5108644022136,72.5632234654244,72.5632234654244,72.5632234654244,72.5632234654244,72.5632234654244,72.5632234654244,72.5632234654244
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2843893552668,55.1750332892657,69.3370745645615,73.3555982461515,74.9356800022918,74.9356800022918,74.9356800022918,74.9356800022918,74.9356800022918,74.9356800022918,74.9356800022918
232,"ERI","Eritrea",51.3756838472575,51.3756838472575,51.3756838472575,51.3756838472575,51.3756838472575,51.3756838472575,51.3756838472575,61.8648545952481,65.0380772170342,64.1294637380506,62.6531094683688,59.8834016914185,56.1797750030919,63.8788643885816,70.6292480535157,75.2172865425764,70.5786680478109,65.8509964687614,58.3697146667968,49.9409578903109,49.9409578903109,49.9409578903109,49.9409578903109,49.9409578903109,49.9409578903109,49.9409578903109
233,"EST","Estonia",63.5181752510735,63.5181752510735,63.5181752510735,63.5181752510735,63.5181752510735,63.5181752510735,63.5181752510735,63.5181752510735,69.2836701882043,72.5894855206717,83.3746607914889,88.1664543406413,82.3847547019179,89.1413414735826,100,100,95.517263371496,93.3093626530245,89.811849542967,93.2895970220617,93.2895970220617,93.2895970220617,93.2895970220617,93.2895970220617,93.2895970220617,93.2895970220617
748,"SWZ","Eswatini",0,0,0,0,0,0,0,0,0,0,14.3757035013048,54.3256121974633,51.1543574777504,52.1517792957588,50.3699332281341,50.4836634819794,51.5366869262459,52.7031481018712,53.2336717153055,52.3351603897808,52.3351603897808,52.3351603897808,52.3351603897808,52.3351603897808,52.3351603897808,52.3351603897808
231,"ETH","Ethiopia",46.1509347432405,46.1509347432405,46.1509347432405,46.1509347432405,46.1509347432405,44.2933778777891,39.3728471902193,38.2439266787838,38.9653309000946,38.4131836972324,37.0416209268547,34.1320848626694,26.0574003946792,18.9662205124758,15.2675071443618,15.1219004508363,14.2373635675494,14.6412553425444,16.8054103997081,21.1828765348561,21.1828765348561,21.1828765348561,21.1828765348561,21.1828765348561,21.1828765348561,21.1828765348561
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",98.2300571497809,98.2300571497809,98.2300571497809,98.2300571497809,98.2300571497809,93.0352683504789,92.5521085437368,70.2518384648153,48.3890651643352,30.1593118967853,17.7594873118027,8.52526736093168,9.93795683768811,19.1630995983972,32.515492428585,31.9428841579193,33.3280957942238,30.4535958479338,17.9814760234089,6.45937079604722,6.45937079604722,6.45937079604722,6.45937079604722,6.45937079604722,6.45937079604722,6.45937079604722
246,"FIN","Finland",100,100,100,100,100,100,100,100,100,95.1183354975528,100,92.3632475721098,83.8609291457918,84.2635564051867,99.5459802251252,100,100,100,94.8070260730163,86.1819786944987,86.1819786944987,86.1819786944987,86.1819786944987,86.1819786944987,86.1819786944987,86.1819786944987
250,"FRA","France",98.5348528680427,98.5348528680427,98.5348528680427,98.5348528680427,98.5348528680427,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",35.7644402310756,35.7644402310756,35.7644402310756,35.7644402310756,35.7644402310756,42.8913606701595,43.3614222720626,45.4467205156959,43.8660641190235,49.4167638225082,47.5561454838655,46.5614857286513,38.7075811898915,34.098793071571,43.2034602594377,55.6801169941576,65.6103462354329,76.9791428119645,84.0116041984747,89.3641644389424,89.3641644389424,89.3641644389424,89.3641644389424,89.3641644389424,89.3641644389424,89.3641644389424
270,"GMB","Gambia",40.3166613078117,40.3166613078117,40.3166613078117,40.3166613078117,40.3166613078117,38.9430221239001,37.1362345278817,36.5643083706815,34.5168468308125,31.1420064572392,30.1931258875185,31.5620111643184,31.5058509900661,32.7972679615052,35.1846272319836,36.661344894456,40.0636927093332,43.8306385042007,46.6765645560884,51.8093490482106,51.8093490482106,51.8093490482106,51.8093490482106,51.8093490482106,51.8093490482106,51.8093490482106
