"code","iso","country","HAD.ind.1995","HAD.ind.1996","HAD.ind.1997","HAD.ind.1998","HAD.ind.1999","HAD.ind.2000","HAD.ind.2001","HAD.ind.2002","HAD.ind.2003","HAD.ind.2004","HAD.ind.2005","HAD.ind.2006","HAD.ind.2007","HAD.ind.2008","HAD.ind.2009","HAD.ind.2010","HAD.ind.2011","HAD.ind.2012","HAD.ind.2013","HAD.ind.2014","HAD.ind.2015","HAD.ind.2016","HAD.ind.2017","HAD.ind.2018","HAD.ind.2019","HAD.ind.2020"
854,"BFA","Burkina Faso",3.07802192625532,3.07802192625532,3.07802192625532,3.07802192625532,3.07802192625532,3.07802192625532,3.30726516044304,3.53650839463077,3.76575162881836,3.99499486300608,4.2242380971938,4.45348133138151,4.68272456556923,4.91196779975685,5.14121103394457,5.37045426813228,5.42391220341551,5.47737013869876,5.53082807398199,5.58428600926536,5.63774394454859,5.76714657687158,5.89654920919466,6.02595184151767,6.15535447384075,6.15535447384075
108,"BDI","Burundi",2.38108147874446,2.38108147874446,2.38108147874446,2.38108147874446,2.38108147874446,2.38108147874446,2.65993126603718,2.93878105332999,3.21763084062272,3.49648062791543,3.77533041520827,4.05418020250099,4.33302998979372,4.61187977708643,4.89072956437924,5.16957935167196,5.44684077872898,5.724102205786,6.00136363284311,6.27862505990014,6.55588648695714,6.77487947076163,6.9938724545661,7.21286543837059,7.43185842217505,7.43185842217505
132,"CPV","Cabo Verde",15.3822611732983,15.3822611732983,15.3822611732983,15.3822611732983,15.3822611732983,15.3822611732983,16.1633196144704,16.9443780556425,17.7254364968146,18.5064949379866,19.2875533791586,20.0686118203307,20.8496702615028,21.6307287026748,22.4117871438469,23.192845585019,24.1101387877829,25.0274319905468,25.9447251933107,26.8620183960746,27.7793115988384,28.4179092142881,29.0565068297377,29.6951044451873,30.3337020606369,30.3337020606369
116,"KHM","Cambodia",2.21151133412754,2.21151133412754,2.21151133412754,2.21151133412754,2.21151133412754,2.21151133412754,2.75929480348626,3.30707827284496,3.85486174220355,4.40264521156226,4.95042868092098,5.49821215027968,6.04599561963838,6.59377908899698,7.14156255835569,7.68934602771439,8.08987737175711,8.49040871579983,8.89094005984256,9.29147140388528,9.692002747928,10.0809557713007,10.4699087946734,10.8588618180461,11.2478148414188,11.2478148414188
120,"CMR","Cameroon",7.78785959894486,7.78785959894486,7.78785959894486,7.78785959894486,7.78785959894486,7.78785959894486,7.99993893625718,8.2120182735696,8.4240976108819,8.6361769481943,8.84825628550662,9.06033562281893,9.27241496013133,9.48449429744365,9.69657363475606,9.90865297206837,10.4206300844985,10.9326071969284,11.4445843093585,11.9565614217886,12.4685385342187,13.0183587939341,13.5681790536494,14.1179993133649,14.6678195730802,14.6678195730802
124,"CAN","Canada",82.913211889666,82.913211889666,82.913211889666,82.913211889666,82.913211889666,82.913211889666,84.9291769201043,86.9451419505426,88.961106980981,90.9770720114194,92.9930370418577,95.0090020722961,97.0249671027345,99.0409321331728,100,100,100,100,100,100,100,100,100,100,100,100
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",0,0,0,0,0,0,6.28266834183933e-05,0.10784881155854,0.215634796433548,0.32342078130867,0.431206766183792,0.538992751058899,0.646778735934035,0.754564720809043,0.862350705684165,0.970136690559272,1.15212065082807,1.33410461109686,1.51608857136566,1.69807253163447,1.88005649190326,2.11470728158213,2.34935807126102,2.58400886093989,2.81865965061878,2.81865965061878
148,"TCD","Chad",1.15863674129659,1.15863674129659,1.15863674129659,1.15863674129659,1.15863674129659,1.15863674129659,1.3268267479294,1.49501675456233,1.66320676119517,1.83139676782798,1.99958677446091,2.16777678109372,2.33596678772653,2.50415679435936,2.67234680099227,2.84053680762511,3.13006757136837,3.41959833511156,3.70912909885485,3.99865986259802,4.28819062634129,4.53373756314933,4.77928449995736,5.02483143676528,5.27037837357332,5.27037837357332
152,"CHL","Chile",42.8278351453325,42.8278351453325,42.8278351453325,42.8278351453325,42.8278351453325,42.8278351453325,43.7136229609169,44.5994107765014,45.485198592086,46.3709864076704,47.2567742232549,48.1425620388393,49.0283498544238,49.9141376700083,50.7999254855928,51.6857133011772,52.6759659232016,53.6662185452258,54.6564711672501,55.6467237892743,56.6369764112986,57.3453133076862,58.0536502040738,58.7619871004613,59.4703239968489,59.4703239968489
156,"CHN","China",14.6206121200371,14.6206121200371,14.6206121200371,14.6206121200371,14.6206121200371,14.6206121200371,15.5705170615126,16.5204220029882,17.4703269444637,18.4202318859392,19.3701368274148,20.3200417688903,21.2699467103659,22.2198516518414,23.1697565933169,24.1196615347924,25.1187693212219,26.1178771076515,27.116984894081,28.1160926805106,29.1152004669401,30.0806790590866,31.046157651233,32.0116362433795,32.9771148355259,32.9771148355259
170,"COL","Colombia",29.4534516031869,29.4534516031869,29.4534516031869,29.4534516031869,29.4534516031869,29.4534516031869,30.1908233350593,30.9281950669318,31.6655667988043,32.4029385306767,33.1403102625491,33.8776819944216,34.6150537262939,35.3524254581664,36.0897971900388,36.8271689219113,37.8971997959733,38.9672306700352,40.0372615440972,41.1072924181591,42.1773232922211,43.1346157628028,44.0919082333846,45.0492007039664,46.0064931745481,46.0064931745481
174,"COM","Comoros",4.8727874856127,4.8727874856127,4.8727874856127,4.8727874856127,4.8727874856127,4.8727874856127,5.26108022238745,5.64937295916219,6.03766569593692,6.42595843271167,6.8142511694865,7.20254390626124,7.59083664303597,7.9791293798107,8.36742211658546,8.7557148533602,8.9525969845853,9.14947911581042,9.34636124703562,9.54324337826074,9.74012550948585,10.1863644652669,10.6326034210479,11.0788423768289,11.5250813326099,11.5250813326099
184,"COK","Cook Islands",39.3272321967581,39.3272321967581,39.3272321967581,39.3272321967581,39.3272321967581,39.3272321967581,40.0911671246205,40.8551020524829,41.6190369803453,42.3829719082077,43.1469068360701,43.9108417639326,44.674776691795,45.4387116196574,46.2026465475198,46.9665814753823,47.0921903094207,47.217799143459,47.3434079774974,47.4690168115358,47.5946256455742,48.1621612427352,48.7296968398963,49.2972324370573,49.8647680342184,49.8647680342184
188,"CRI","Costa Rica",39.6911939127971,39.6911939127971,39.6911939127971,39.6911939127971,39.6911939127971,39.6911939127971,40.5505331868705,41.4098724609438,42.2692117350172,43.1285510090905,43.9878902831638,44.8472295572372,45.7065688313105,46.5659081053839,47.4252473794572,48.2845866535306,48.9846536797911,49.6847207060517,50.3847877323122,51.0848547585728,51.7849217848334,52.3454214478086,52.9059211107838,53.466420773759,54.0269204367342,54.0269204367342
384,"CIV","Cote d'Ivoire",4.36794615084456,4.36794615084456,4.36794615084456,4.36794615084456,4.36794615084456,4.36794615084456,4.58651075890639,4.80507536696827,5.02363997503009,5.2422045830919,5.4607691911537,5.67933379921561,5.89789840727741,6.11646301533922,6.33502762340113,6.55359223146293,6.93178649671499,7.30998076196705,7.6881750272191,8.06636929247117,8.44456355772323,8.99206577679249,9.53956799586174,10.087070214931,10.6345724340003,10.6345724340003
191,"HRV","Croatia",43.5009590565108,43.5009590565108,43.5009590565108,43.5009590565108,43.5009590565108,43.5009590565108,44.3592876618198,45.2176162671288,46.0759448724379,46.934273477747,47.7926020830561,48.6509306883651,49.5092592936742,50.3675878989832,51.2259165042922,52.0842451096013,52.7730694533794,53.4618937971576,54.1507181409356,54.8395424847137,55.5283668284918,56.23111323627,56.9338596440483,57.6366060518265,58.3393524596046,58.3393524596046
192,"CUB","Cuba",48.8874778827941,48.8874778827941,48.8874778827941,48.8874778827941,48.8874778827941,48.8874778827941,49.5522169297874,50.2169559767806,50.8816950237738,51.546434070767,52.2111731177603,52.8759121647535,53.5406512117467,54.20539025874,54.8701293057331,55.5348683527264,56.3439789964898,57.1530896402532,57.9622002840166,58.77131092778,59.5804215715434,60.4627065029799,61.3449914344165,62.227276365853,63.1095612972895,63.1095612972895
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",76.6630430772109,76.6630430772109,76.6630430772109,76.6630430772109,76.6630430772109,76.6630430772109,78.1305113238289,79.597979570447,81.065447817065,82.532916063683,84.0003843103012,85.4678525569192,86.9353208035372,88.4027890501552,89.8702572967733,91.3377255433913,92.1046834091046,92.8716412748178,93.638599140531,94.4055570062442,95.1725148719574,95.7986825290835,96.4248501862097,97.0510178433359,97.677185500462,97.677185500462
