"code","iso","country","MPA.ind.1995","MPA.ind.1996","MPA.ind.1997","MPA.ind.1998","MPA.ind.1999","MPA.ind.2000","MPA.ind.2001","MPA.ind.2002","MPA.ind.2003","MPA.ind.2004","MPA.ind.2005","MPA.ind.2006","MPA.ind.2007","MPA.ind.2008","MPA.ind.2009","MPA.ind.2010","MPA.ind.2011","MPA.ind.2012","MPA.ind.2013","MPA.ind.2014","MPA.ind.2015","MPA.ind.2016","MPA.ind.2017","MPA.ind.2018","MPA.ind.2019","MPA.ind.2020"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"ALB","Albania",0,0,0,0,0,0,0,0,0,4.49218749327206,4.49218749327206,4.49218749327206,4.68191791133886,4.68191791133886,4.68191791133886,4.68191791133886,14.6834686661465,14.6834686662028,14.6834686662028,14.6834686662028,14.6834686662028,14.6834686662028,14.6834686662028,14.6834686662028,14.6834686662028,14.6834686662028
12,"DZA","Algeria",0.237378632906608,0.237378632906608,0.237378632906608,0.237378632906608,0.237378632906608,0.237378632906608,0.237378632906608,0.395071056700618,0.395071056700618,0.6387930811108,0.6387930811108,0.6387930811108,0.6387930811108,0.6387930811108,0.6387930811108,0.6387930811108,0.6387930811108,0.643814941076126,0.643814941076126,0.643814941076126,0.643814941076126,0.643814941076126,0.643814941076126,0.643814941076126,0.643814941076126,0.643814941076126
20,"AND","Andorra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"AGO","Angola",0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517,0.00280801898474517
660,"AIA","Anguilla",0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.3063144942554,0.416700852258221,0.416700852258221
28,"ATG","Antigua and Barbuda",0.165146227590657,0.165146227590657,0.165146227590657,0.165146227590657,0.165146227590657,0.309976699785533,0.309976699785533,0.309976699785533,0.309976699785533,0.309976699785533,0.309976699785533,1.1952304855368,1.1952304855368,1.1952304855368,1.19523048552729,1.19523048552729,1.19523048552729,1.19523048552729,1.19523048552729,1.19523048552729,1.19523048552729,1.19523048552729,1.19523048552729,1.19523048552729,1.19523048552729,1.19523048552729
32,"ARG","Argentina",0.304716785114945,0.304716785114945,0.304716784502848,0.304821370435209,1.20574991568025,1.20895933945022,1.20895933938143,2.42539910551991,2.45623985482953,2.4562398548287,2.4562398548287,2.61398542637574,2.6139854263749,2.61398542637313,2.61433988287627,2.6143398828771,2.61433988287627,2.61678108308589,3.40201118415488,13.9881498810762,13.9881498810762,14.005584033467,14.0055840334678,14.0055840334678,42.9500659498242,42.9500659498242
51,"ARM","Armenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"ABW","Aruba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
