"code","iso","country","CDA.ind.1995","CDA.ind.1996","CDA.ind.1997","CDA.ind.1998","CDA.ind.1999","CDA.ind.2000","CDA.ind.2001","CDA.ind.2002","CDA.ind.2003","CDA.ind.2004","CDA.ind.2005","CDA.ind.2006","CDA.ind.2007","CDA.ind.2008","CDA.ind.2009","CDA.ind.2010","CDA.ind.2011","CDA.ind.2012","CDA.ind.2013","CDA.ind.2014","CDA.ind.2015","CDA.ind.2016","CDA.ind.2017","CDA.ind.2018","CDA.ind.2019","CDA.ind.2020"
36,"AUS","Australia",42.5660371961862,42.5660371961862,42.5660371961862,42.5660371961862,42.5660371961862,41.6370086436058,42.7880828388619,43.133335032345,44.0604407701731,45.7265502221738,47.7470166845405,47.4117443432923,47.2687200793708,45.9749575833311,44.5934916823091,44.1729235685087,45.4469491542664,46.565338119515,50.1980807820685,54.7270215570243,58.7989358813082,62.6126088592269,66.6911768077614,66.6911768077614,66.6911768077614,66.6911768077614
40,"AUT","Austria",50.90388104889,50.90388104889,50.90388104889,50.90388104889,50.90388104889,50.9435465159113,47.645209813075,47.4711974000071,46.0891728018311,46.3379257302074,45.6259445496591,44.9632853312365,46.30935589287,48.2973569807962,55.1252967338379,59.4528822198386,65.3514118151033,73.7885174271135,75.6327491806756,78.8317061012348,74.9181704198118,69.3120591063473,62.8194142990915,62.8194142990915,62.8194142990915,62.8194142990915
31,"AZE","Azerbaijan",60.4165299687671,60.4165299687671,60.4165299687671,60.4165299687671,60.4165299687671,63.3376537648418,73.3527715847301,84.8125749634813,75.7747737335839,59.4183794179644,52.1882652495276,43.6952840994099,46.4620502772783,42.216235915443,46.2691740064648,50.9333422003456,54.2068052338543,55.5264584119522,56.7640645159305,55.619182447248,50.1421399331935,41.0529265497225,42.4122549539634,42.4122549539634,42.4122549539634,42.4122549539634
44,"BHS","Bahamas",66.3024085928566,66.3024085928566,66.3024085928566,66.3024085928566,66.3024085928566,60.9106069479828,60.2399855757893,58.1922573102927,58.4829126261909,55.0067428247361,51.8114589735716,50.0368974232478,54.0893721133399,55.979605843509,55.0822644142354,53.9514921980226,51.5413436055034,48.6115543470831,38.6538196570697,32.3532836377083,27.0986893145326,24.4966942392458,24.1125064376648,24.1125064376648,24.1125064376648,24.1125064376648
48,"BHR","Bahrain",25.7274733404891,25.7274733404891,25.7274733404891,25.7274733404891,25.7274733404891,25.2677336026832,37.4732743960306,50.0805182419674,52.9518121765945,54.6767486280281,54.0307477511513,53.7161774521759,40.7499129369257,25.4430983321037,15.2125059941377,6.03279637951189,11.2017338804459,19.1106900630145,24.1600336819692,31.3893489569056,45.6287217437652,63.0612821711074,72.9937850393213,72.9937850393213,72.9937850393213,72.9937850393213
50,"BGD","Bangladesh",22.2479328674902,22.2479328674902,22.2479328674902,22.2479328674902,22.2479328674902,24.2824549527306,25.1727541395791,24.8368178028916,27.1527236196482,28.972659343409,26.0147830597463,22.0597514598213,20.3316433981449,22.2274517031901,24.8399159267006,26.239055090608,25.3378903345211,24.9278151391962,25.2164276305115,25.1624949919167,22.0499686682248,19.9334712012271,19.7082115083088,19.7082115083088,19.7082115083088,19.7082115083088
52,"BRB","Barbados",57.8711951317738,57.8711951317738,57.8711951317738,57.8711951317738,57.8711951317738,49.9647050569045,36.5637107177054,31.3084800233031,21.531446863781,27.5805956711094,32.0851936431195,38.6973970631267,45.9370967386441,41.8466402053438,38.0510130807541,39.7677238343358,40.6811814846377,44.4000490810267,48.5412811242725,57.039162859303,61.1082985026283,63.684434270671,64.3306672146472,64.3306672146472,64.3306672146472,64.3306672146472
112,"BLR","Belarus",62.9958055153011,62.9958055153011,62.9958055153011,62.9958055153011,62.9958055153011,69.8762339925697,80.4306971553185,83.9518575706651,80.4435137473779,66.6719046634324,58.5833973204767,51.9113871425601,47.9307181121706,43.8706638714078,42.6653421348656,41.850125010215,43.5877102513624,47.3370451680632,51.2506948070317,52.3658808727605,55.7038905050261,56.2810638231577,57.6871881654865,57.6871881654865,57.6871881654865,57.6871881654865
56,"BEL","Belgium",50.5838542811929,50.5838542811929,50.5838542811929,50.5838542811929,50.5838542811929,51.7208450275837,52.6744746542295,55.1997132964351,57.3714770635962,60.1146502530961,64.4465158322806,64.9865996092865,68.6511090576294,67.1534433134537,69.813820022583,62.7397189059977,63.08126305493,68.2441770708981,66.4647695849582,66.6819280765421,63.4603712400321,60.0964777733842,57.8985647019758,57.8985647019758,57.8985647019758,57.8985647019758
84,"BLZ","Belize",53.0847928231421,53.0847928231421,53.0847928231421,53.0847928231421,53.0847928231421,54.8067113757281,49.058384276574,46.2879013420636,42.5118276167562,43.0528771311863,41.4180526807341,46.7298145687035,43.4333090883964,46.1200362263833,43.0587405748759,41.54625030695,33.7845410658949,36.831724267877,38.1077647344168,45.4144732296931,44.4901354827982,42.9875895805608,41.6263604929977,41.6263604929977,41.6263604929977,41.6263604929977
204,"BEN","Benin",13.7115920850435,13.7115920850435,13.7115920850435,13.7115920850435,13.7115920850435,19.6051516030415,21.639893062913,21.5191572568729,14.4486302401771,6.36873855202023,3.05433659905938,0,0,0,0,0,0,0,3.29268821395027,10.2808846331559,24.0907788341248,25.2311801006794,23.3518284678995,23.3518284678995,23.3518284678995,23.3518284678995
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0,0,0,0,0,0,0,1.13881172927017,16.5123171633597,39.7066142945263,49.227861303803,56.6003779562309,56.0964260936756,51.7844937513892,39.0320288911687,24.0898578156482,6.71072188247585,0,0,0,0,0,0,0,0,0
68,"BOL","Bolivia",11.1998637927644,11.1998637927644,11.1998637927644,11.1998637927644,11.1998637927644,17.7901910376518,35.542319928379,45.4553647872879,50.0879255971697,53.3926858268279,50.7396647359025,42.8117862723406,40.3518147976052,36.045406505526,33.4931189851813,27.6792528408039,32.1606157679878,28.5305508304185,26.3223567998318,25.5355132560115,28.3176037497533,24.0634148280236,29.5739353761491,29.5739353761491,29.5739353761491,29.5739353761491
70,"BIH","Bosnia and Herzegovina",0,0,0,0,0,0,0,0,0,0,0,13.4653818478039,21.960159861354,22.3753779672089,26.8738012247391,24.158947202055,22.0595573160776,24.2793191618604,29.3564446045488,34.0598442506918,41.9860768724647,46.9894919379483,52.8736579272442,52.8736579272442,52.8736579272442,52.8736579272442
72,"BWA","Botswana",45.8166739972971,45.8166739972971,45.8166739972971,45.8166739972971,45.8166739972971,41.6481062840901,40.1744322365063,37.7335611997068,33.6089117304856,32.3257090161115,30.9278920009058,35.9558017086341,41.93876699258,42.3422051084299,51.2658139813349,49.7193023556366,52.1580645778892,53.3116610877044,49.0366105972176,36.9141359089947,25.9885450216386,17.7821262424416,10.714228879245,10.714228879245,10.714228879245,10.714228879245
76,"BRA","Brazil",27.9270028361,27.9270028361,27.9270028361,27.9270028361,27.9270028361,27.6679156642354,28.3645055676653,32.3427805581536,37.5407866388021,41.9318281417484,45.7706677165624,48.0166779987492,48.5800719951502,47.5528118925259,48.842926065708,45.2620117232144,41.6392618617453,38.2888706941034,35.0961324298011,31.9752106981551,32.027831058412,36.7393936289615,41.4037793237454,41.4037793237454,41.4037793237454,41.4037793237454
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",82.5454559271234,82.5454559271234,82.5454559271234,82.5454559271234,82.5454559271234,70.2825479342055,68.3259058887862,67.453717914996,64.8032934814368,61.0309946090158,57.6952866996412,55.4527431268201,34.4885786143663,12.2055292607454,10.6025808659146,5.16447864711651,0.00131290614727675,1.87445659431737,14.8208137882777,22.9567497854635,34.5735064586192,47.6150030811873,43.9689181174113,43.9689181174113,43.9689181174113,43.9689181174113
100,"BGR","Bulgaria",69.2181561742611,69.2181561742611,69.2181561742611,69.2181561742611,69.2181561742611,82.2734938026411,89.5135667522742,96.9863288377295,82.7695728616444,79.0818381687592,69.0336245858977,58.8759801599229,51.7438834553168,48.4638234026179,54.3849038736867,58.2452509199298,57.0786343415747,60.7053262118056,67.3238775741523,71.8517947857023,69.8585550858203,68.8521879873634,60.2353182683684,60.2353182683684,60.2353182683684,60.2353182683684
854,"BFA","Burkina Faso",30.3062370399846,30.3062370399846,30.3062370399846,30.3062370399846,30.3062370399846,24.9800201709104,21.9701973469847,21.5607164357351,22.1379554886562,24.4337937224112,30.9950193533192,31.1928246403467,24.9769237829447,17.3121614121778,12.3748500729106,7.49823581926975,4.69463708704599,1.35950779201841,0,0.143458850759728,10.9678555315992,18.1095234670781,21.6186883145327,21.6186883145327,21.6186883145327,21.6186883145327
108,"BDI","Burundi",46.8211705571286,46.8211705571286,46.8211705571286,46.8211705571286,46.8211705571286,47.0613071400496,50.9833138323794,56.324078449458,67.8509874779868,73.3998560004607,85.0391906562226,82.4552175653515,75.7484607095489,67.5679688790683,60.0619293885146,49.3813319246478,43.1970789058799,34.364107408623,32.8665096410254,18.6949479138349,12.5022757239715,7.23140521573664,4.33630966176663,4.33630966176663,4.33630966176663,4.33630966176663
132,"CPV","Cabo Verde",16.1480181248073,16.1480181248073,16.1480181248073,16.1480181248073,16.1480181248073,8.93751077906192,3.69772606211876,0,0,0,0,0,0,0,0,0.650146024301563,7.24080959813291,20.8370248247813,34.5744923789775,49.4731021934298,44.7211990204467,38.2022994953742,30.5744658612573,30.5744658612573,30.5744658612573,30.5744658612573
116,"KHM","Cambodia",23.5140833214819,23.5140833214819,23.5140833214819,23.5140833214819,23.5140833214819,23.5140833214819,23.5140833214819,23.5140833214819,22.3436642074498,22.7474067881983,21.1081292704007,19.9040841275445,20.9146480121047,15.1975123230587,8.21458276490486,3.05244062197147,0,0,1.88297589374652,4.04544457324342,6.75720861630396,8.89760615969674,11.7174729336162,11.7174729336162,11.7174729336162,11.7174729336162
120,"CMR","Cameroon",0,0,0,0,0,0.930772074576055,32.9538418574675,51.6670564595594,81.9272944570906,77.1829124621245,69.710894294312,60.2693003181701,52.7566394621563,47.1924537950552,40.1399098198789,36.3494302396631,38.5724440438936,42.9427124213181,45.7602373752438,48.1851409619905,50.5128785684224,52.5414991224225,50.5494785705812,50.5494785705812,50.5494785705812,50.5494785705812
124,"CAN","Canada",44.5692947549852,44.5692947549852,44.5692947549852,44.5692947549852,44.5692947549852,43.0623385579082,44.1557475312506,45.8405618693553,46.3206096306035,47.3675418514994,48.4132584655607,50.4264206837742,51.4958323406248,52.2222506484536,54.5096207204886,55.7669256084735,57.2625991864793,62.5519104929919,64.5976233898503,63.5433740366996,62.0724843260183,62.4826109118753,59.8767994949324,59.8767994949324,59.8767994949324,59.8767994949324
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",41.5876566591398,41.5876566591398,41.5876566591398,41.5876566591398,41.5876566591398,42.4176120719752,45.3017513711315,47.7652321167097,50.7678615568742,52.8619956559476,55.0217113566888,55.9834554008147,55.8248284679726,55.4345891503079,53.7666011313806,50.8837776312562,48.7817754663986,46.342252554895,45.2694975640673,45.4530986589103,43.0175738558717,40.2167828117552,38.6487984707837,38.6487984707837,38.6487984707837,38.6487984707837
148,"TCD","Chad",23.0077877540331,23.0077877540331,23.0077877540331,23.0077877540331,23.0077877540331,5.16852585315152,12.684343486803,16.9236526823173,0,0,0,0,0,0,0,0,10.103189896607,40.3462936415327,36.5826681310333,33.1441641391522,28.9940232236629,26.0345342260453,20.7205420268972,20.7205420268972,20.7205420268972,20.7205420268972
152,"CHL","Chile",7.78379117324255,7.78379117324255,7.78379117324255,7.78379117324255,7.78379117324255,6.04255310118805,14.2304494045756,23.8006030198556,34.1282714703819,41.9195654790782,48.4122790509404,50.6727567356805,46.0223781137414,41.9971250233135,38.9451064452916,35.8879760419748,35.3250453787097,35.5802680668212,37.729696675772,39.9609156684762,42.8145271313803,43.9271141854251,43.4726415734142,43.4726415734142,43.4726415734142,43.4726415734142
156,"CHN","China",34.9387676952945,34.9387676952945,34.9387676952945,34.9387676952945,34.9387676952945,38.8986152049274,42.6763197790575,43.9742230531505,40.3739194839319,32.8940650124685,22.2752096967015,10.7881632333445,0.894497137223752,0,0,0,0.651365984591109,7.20213777220059,13.7051751947222,19.9611110644758,26.6012803626708,32.9371239780156,38.702217116557,38.702217116557,38.702217116557,38.702217116557
170,"COL","Colombia",55.7976802735473,55.7976802735473,55.7976802735473,55.7976802735473,55.7976802735473,60.164833288857,67.3958324194661,71.1254286725165,69.8013356930516,66.0541459908823,62.9474750773054,59.2984627740773,54.9691973922623,46.3213982620097,42.3904382467371,37.6491149190693,34.9472310902827,33.1943167652637,29.3347078625731,32.2842526114941,33.7591736235638,34.1906226250344,39.1159200721299,39.1159200721299,39.1159200721299,39.1159200721299
174,"COM","Comoros",33.3438639099258,33.3438639099258,33.3438639099258,33.3438639099258,33.3438639099258,29.5627451854253,27.0800490289721,27.6747247757815,21.2826740179377,16.8285432574741,16.3856991673673,13.9082462203336,28.8932673705907,40.8623731313529,46.1163735799275,43.3673459579466,49.0247005195435,54.8138222450394,47.3065735368362,42.7879160177186,38.2971290714276,28.529191542277,35.2865700951112,35.2865700951112,35.2865700951112,35.2865700951112
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",18.7439011669512,18.7439011669512,18.7439011669512,18.7439011669512,18.7439011669512,27.2539409240547,33.8417194322413,36.3308995988166,39.5040268888116,33.6865369620933,33.3544414594473,34.6352677447733,32.9216696360627,31.9393595727457,33.3259321585978,38.3719968073854,43.1719037371138,46.5290619041109,50.180878140178,52.4981842789276,50.7234649354507,48.1330964988256,43.3229141628919,43.3229141628919,43.3229141628919,43.3229141628919
384,"CIV","Cote d'Ivoire",21.0822633640435,21.0822633640435,21.0822633640435,21.0822633640435,21.0822633640435,21.2167762213002,23.1939664841865,33.7901182816558,48.8487816616941,59.0623259107645,59.0778921813778,55.7980018327446,53.922032459797,54.6379611970613,66.3180917741296,65.3350393865976,57.2482636912668,43.5952381601867,39.8849908514519,27.7628582974102,16.6839666499524,10.1505199180359,6.60660346390701,6.60660346390701,6.60660346390701,6.60660346390701
191,"HRV","Croatia",39.6276107921155,39.6276107921155,39.6276107921155,39.6276107921155,39.6276107921155,39.6276107921155,39.6276107921155,39.6276107921155,39.6276107921155,39.6276107921155,40.6514182926462,43.3147327064084,42.1965083902783,42.9374806751423,47.849509162996,55.0646918974317,59.7037627723666,64.1353206851371,63.1898599881317,60.6214935371283,58.5754845961393,58.8538720453033,59.3797834271866,59.3797834271866,59.3797834271866,59.3797834271866
192,"CUB","Cuba",80.8607070301964,80.8607070301964,80.8607070301964,80.8607070301964,80.8607070301964,80.8607070301964,79.5346433705946,70.7486661941292,66.3764439249628,57.9169202305682,57.5636601509875,53.8483541059407,53.8537846899115,50.7520333127497,48.5477841231226,38.5165472424718,33.8375231512143,30.4974566148093,31.2691632413022,35.0839005435205,39.2926103187393,42.6552500768567,49.003925034611,49.003925034611,49.003925034611,49.003925034611
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",34.566937513296,34.566937513296,34.566937513296,34.566937513296,34.566937513296,36.9118817389961,40.432761444076,41.9350347437218,40.4613654054517,40.897056299805,44.2814630612037,44.3518710137181,44.8429014849288,43.6660266121663,45.5529457942488,47.9939230001515,52.3271142189699,57.8204118116868,60.8228728090582,61.7320971421225,61.3069785296029,60.119981462831,59.327853496007,59.327853496007,59.327853496007,59.327853496007
203,"CZE","Czech Republic",81.2202357029169,81.2202357029169,81.2202357029169,81.2202357029169,81.2202357029169,79.175383835712,69.0245408015722,65.4404904881999,61.528305796833,62.0493216780163,61.1172427952461,58.3664463211791,55.9061814354761,56.2243591224819,64.6832878747873,66.2010833323732,68.0047416918657,73.2588830951654,76.084111763464,82.2488511853104,83.8887291662101,78.2275694864858,73.8706302790719,73.8706302790719,73.8706302790719,73.8706302790719
180,"COD","Dem. Rep. Congo",62.0486369708554,62.0486369708554,62.0486369708554,62.0486369708554,62.0486369708554,67.3675762190877,67.5205225031792,62.9103821368945,59.8467931906208,60.4164518160381,62.773120895261,61.094795705255,49.5873421664989,33.6020730445053,26.8234491087072,29.7140075624374,29.5584377584901,32.5040958317653,23.8898163787691,13.3130207690603,16.316018426372,21.5285168689483,25.9210260282173,25.9210260282173,25.9210260282173,25.9210260282173
208,"DNK","Denmark",50.0336851119232,50.0336851119232,50.0336851119232,50.0336851119232,50.0336851119232,59.6857498891676,62.3074028487729,71.2447047824693,75.0890037163818,79.0072161544614,91.6540566572227,73.51266977893,69.3640445793803,68.7555686877341,70.308770402582,72.989787291317,78.21110189401,85.6843349764924,80.0264899110873,85.4740801122554,99.9936811230394,100,100,100,100,100
262,"DJI","Djibouti",52.8071160129422,52.8071160129422,52.8071160129422,52.8071160129422,52.8071160129422,52.8071160129422,48.499243377481,42.5772457956171,36.5714395906382,34.7860496827179,34.5678483999797,35.8763523829726,33.5128667500765,32.5841278884045,37.3261662498455,38.2855963098246,42.1637388622199,37.5933959080175,33.2300306876035,28.0562902597277,24.3224503466838,25.3001754945726,23.8382943656483,23.8382943656483,23.8382943656483,23.8382943656483
212,"DMA","Dominica",32.8939965504192,32.8939965504192,32.8939965504192,32.8939965504192,32.8939965504192,26.5045021683401,21.6572530348144,23.3388423119198,22.4179992586895,24.9503821274213,22.7565152720427,28.1168959871137,23.6446950889936,30.3106934171811,38.7217184407949,39.480544701841,42.0724353294013,46.2693685079808,48.189340118105,51.2263680769089,53.5018707507598,57.4394250360302,51.9238167999956,51.9238167999956,51.9238167999956,51.9238167999956
214,"DOM","Dominican Republic",5.29927476322696,5.29927476322696,5.29927476322696,5.29927476322696,5.29927476322696,9.7460329592036,16.4248370447495,22.1195936935905,29.4410643983453,43.8121767589383,50.5809976357631,53.3435351819578,53.466614968035,54.5355907331042,56.7161826220109,55.9996309318493,55.1775199319262,50.8505425574139,47.3485949673051,49.4910597783946,51.4052043849834,51.4463061062711,50.137299367421,50.137299367421,50.137299367421,50.137299367421
218,"ECU","Ecuador",43.3086080139549,43.3086080139549,43.3086080139549,43.3086080139549,43.3086080139549,48.7212361899134,52.8013826181035,45.2636860882201,32.7774301208381,41.1850680089066,33.6546504656069,27.266151129896,29.5986040628387,26.1257059550498,25.2809443072893,29.2571632136271,31.0761872834494,33.8206414285427,34.1939268821199,32.3825174358681,33.1491867928278,39.8171723041226,45.7449298573375,45.7449298573375,45.7449298573375,45.7449298573375
818,"EGY","Egypt",24.3384496053853,24.3384496053853,24.3384496053853,24.3384496053853,24.3384496053853,20.5151997657417,23.5105420204637,28.1851637683498,26.2623624926079,30.1452122723981,30.3814237472899,30.0341585525725,29.9295197131431,27.4554728373217,26.0713089303101,23.2689369125092,25.2294386939121,30.9310734829605,35.3642634678611,43.1657835504309,48.2507973365171,50.960266636791,52.8956686192254,52.8956686192254,52.8956686192254,52.8956686192254
222,"SLV","El Salvador",6.97638098955115,6.97638098955115,6.97638098955115,6.97638098955115,6.97638098955115,17.8573867789506,24.1219448571966,32.5585042221479,38.0376398794701,40.3983720528772,41.3958750748669,45.516788671006,44.3435192938,44.8298717693725,47.2401554982216,50.2182043875764,51.71141537837,53.4715283000296,55.7858829460336,58.3934885371992,53.4201381191688,46.5206675627727,40.4176347994917,40.4176347994917,40.4176347994917,40.4176347994917
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.1689164033015,56.6642729278203,54.898698062282,47.0674071489587,42.3647822495612,38.0467504833003,34.7140000024184,33.2811872824646,33.2811872824646,33.2811872824646,33.2811872824646
232,"ERI","Eritrea",90.9877005633514,90.9877005633514,90.9877005633514,90.9877005633514,90.9877005633514,90.9877005633514,90.9877005633514,100,94.9050914247524,82.6624700604811,65.2625090938342,58.2625793975543,53.0389191320936,68.3830858111034,72.8217958950365,76.9397256242305,77.8845249059046,74.3201284095664,63.9905418201995,52.820863653353,38.265520525615,34.8581998167128,29.4943234283576,29.4943234283576,29.4943234283576,29.4943234283576
233,"EST","Estonia",88.1404216906077,88.1404216906077,88.1404216906077,88.1404216906077,88.1404216906077,88.1404216906077,88.1404216906077,88.1404216906077,78.0838411300534,65.6355135851719,60.7967779887874,57.1680728624303,48.0145793661047,44.5118155743259,51.0839580631492,52.5274424044949,51.0114090420364,54.562208930038,50.205552701863,47.0427116212703,48.4061814937448,52.0253843378722,47.4705557603516,47.4705557603516,47.4705557603516,47.4705557603516
748,"SWZ","Eswatini",0,0,0,0,0,0,0,0,0,4.60586091119308,30.1524686155541,83.4797873942859,79.7919134510571,72.5709929009975,66.8847421067284,62.0207812235512,58.3354418276833,51.1306012136015,50.9892493712832,48.2000922680687,46.4350803673523,45.2808610695847,41.8770036884611,41.8770036884611,41.8770036884611,41.8770036884611
231,"ETH","Ethiopia",52.5654276974855,52.5654276974855,52.5654276974855,52.5654276974855,52.5654276974855,44.8734061931611,31.8324638123644,20.6137454695194,9.05158614630889,10.3679396262094,13.7189736376621,14.8066772803944,15.6421187899182,16.0193919560995,21.5530420555235,28.0626649953134,25.3866378718286,22.8088040306781,15.4185774567861,7.57983125901124,2.99181121164227,1.65976424082506,1.47689521913064,1.47689521913064,1.47689521913064,1.47689521913064
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",52.6601679125169,52.6601679125169,52.6601679125169,52.6601679125169,52.6601679125169,47.5279551582548,42.4818804341968,42.083763122479,37.5409819580213,27.2929466398869,27.3460961845532,23.5911938387985,25.3374525228737,39.4116402164641,57.1832739332681,58.6624264177269,58.1846432273332,65.7513681839856,64.5559411741333,51.2646092971963,44.1607757452237,30.3544128428432,18.5890203546714,18.5890203546714,18.5890203546714,18.5890203546714
246,"FIN","Finland",47.7270235595524,47.7270235595524,47.7270235595524,47.7270235595524,47.7270235595524,51.0914720073535,50.5008983917582,52.4486808058389,50.5042295733705,46.7339718490285,52.9857456959275,48.6046911593957,46.5341168031218,50.5188370319196,57.3682134210841,61.8693265432099,69.0412579159627,77.9867953352047,75.6100983532767,69.4328503159925,74.2151836664876,68.9614572372434,74.3303605207965,74.3303605207965,74.3303605207965,74.3303605207965
250,"FRA","France",57.883909124032,57.883909124032,57.883909124032,57.883909124032,57.883909124032,57.1093441415804,53.5698221674769,52.0681177174945,51.0504019541826,52.5935434955416,53.4362038953836,53.4220258676292,56.0238502345227,56.6816407731447,59.3511855702033,63.5965553692052,67.6245579400271,71.1175164076516,72.3826648094615,76.1938674777617,79.635044729727,81.1868280341424,79.4764072739725,79.4764072739725,79.4764072739725,79.4764072739725
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",53.5338615190584,53.5338615190584,53.5338615190584,53.5338615190584,53.5338615190584,55.6260517048747,57.0023645313879,57.0944074883978,55.9288694309589,57.4977134375108,57.4916858042425,60.4036423922584,66.7266796711056,71.3916482584302,71.3080313800998,62.6992133135591,56.8449021037142,52.485255650602,47.2823396174791,43.7152670957321,40.9699459839614,44.1567423601209,49.6191097168656,49.6191097168656,49.6191097168656,49.6191097168656
