"code","iso","country","SNM.ind.1995","SNM.ind.1996","SNM.ind.1997","SNM.ind.1998","SNM.ind.1999","SNM.ind.2000","SNM.ind.2001","SNM.ind.2002","SNM.ind.2003","SNM.ind.2004","SNM.ind.2005","SNM.ind.2006","SNM.ind.2007","SNM.ind.2008","SNM.ind.2009","SNM.ind.2010","SNM.ind.2011","SNM.ind.2012","SNM.ind.2013","SNM.ind.2014","SNM.ind.2015","SNM.ind.2016","SNM.ind.2017","SNM.ind.2018","SNM.ind.2019","SNM.ind.2020"
192,"CUB","Cuba",12.1545951254396,13.0164698716187,12.442502776561,13.5786923260375,18.0827027381585,18.6601251999318,17.9455398241137,22.7526070688337,31.4556413017377,28.1745467475534,27.6304691608255,22.7292629606182,23.5896288908809,21.8452834907686,27.5461747709501,23.1084118073104,21.8074063055719,23.7393470977048,23.2847839436535,21.6257592279627,21.4099539454415,21.4099539454415,21.4099539454415,21.4099539454415,21.4099539454415,21.4099539454415
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",30.2887859487933,27.8534012846394,17.3605811115255,18.2056329413979,27.662942200439,17.902341099765,29.3268388321485,30.5266780905908,30.023745403391,24.3366451327492,20.2561138106105,19.2211838082927,21.9674841433651,10.2061929388668,20.6027456788841,20.5592853050007,22.7656443944465,24.6605235059812,20.4525739211834,12.0063425783178,27.7338474811244,27.7338474811244,27.7338474811244,27.7338474811244,27.7338474811244,27.7338474811244
203,"CZE","Czech Republic",58.4576854767264,55.588316857413,59.3504413302516,59.6632224470338,64.7180270668613,55.8160071085649,58.0461267915386,64.332161829366,57.1912878834791,74.0657705202217,69.1181965967045,62.0603217081376,65.0213771039133,73.2672258136652,71.5838422002468,65.2673789050828,70.6737453186637,59.9712573385267,61.6305224844504,66.7969012341699,58.7110325514933,58.7110325514933,58.7110325514933,58.7110325514933,58.7110325514933,58.7110325514933
180,"COD","Dem. Rep. Congo",33.5686381178833,34.0697952760879,34.5981676504582,34.3941513380067,34.5125114243367,34.6583187627908,34.5617460304819,34.724612117739,34.4784958142086,34.4735499187102,34.5451124103705,34.25857044131,34.1121901395669,33.9150269726185,34.0939907538687,33.6333233332344,34.0265298552767,34.0783074262295,33.6433558183462,32.4444511598958,31.7365447422521,31.7365447422521,31.7365447422521,31.7365447422521,31.7365447422521,31.7365447422521
208,"DNK","Denmark",68.836116863004,68.6252746599043,70.7116143659264,71.9355508384891,71.80789500031,73.5633842292474,73.4670322284332,76.335713866054,69.917068040221,73.2706508769957,73.5699135252912,68.8834144983422,67.7382962536121,69.0764746678537,78.196706424788,72.2056308019057,71.4595344460606,72.6705481404966,72.7836317829815,72.9863981593606,73.0144929462624,73.0144929462624,73.0144929462624,73.0144929462624,73.0144929462624,73.0144929462624
262,"DJI","Djibouti",12.5499932493855,12.3976162388706,12.4395106792781,12.6064527780666,12.5683930486771,12.9417956524126,13.0885425089322,13.388753048768,11.5928402168466,12.910152739126,12.6774871944385,11.7832839758219,13.1060085824496,13.4127191856956,13.6024391854002,13.4630903044058,14.2504855625378,15.7255300279673,15.9853192594341,15.5088167891611,15.6788896341034,15.6788896341034,15.6788896341034,15.6788896341034,15.6788896341034,15.6788896341034
212,"DMA","Dominica",10.2399903089299,12.6323431702368,11.3921074930541,10.8409823775965,10.6377505317943,10.5931419392152,9.97613806109483,21.3521263391966,17.2035600519554,15.9622724624619,15.2288588100092,21.660512178128,13.3567442398389,20.4442251473759,23.4516957988524,20.6634659227919,19.5202291368925,21.7959111140382,17.6997543153898,20.5677375507444,17.7679020029395,17.7679020029395,17.7679020029395,17.7679020029395,17.7679020029395,17.7679020029395
214,"DOM","Dominican Republic",17.2499030832802,17.140706439306,17.174926586047,16.9838770291687,19.4808628333328,19.047945949816,20.1667773345904,19.8632672020085,20.7822806535548,19.7828675831491,19.4207132904444,19.8519617975791,20.2806290367651,20.4543866972391,21.0259801877587,22.4138393931612,24.0786498465938,22.7611108644494,23.715645726583,22.4367398580437,24.247518065624,24.247518065624,24.247518065624,24.247518065624,24.247518065624,24.247518065624
218,"ECU","Ecuador",26.4602484293092,25.3336025082716,22.4090665144624,18.0172524180505,24.700256318314,23.7286132176625,18.0500648912071,22.3854550481346,23.6520045836691,26.0023526785655,25.1470402301933,24.1353796696787,28.8768339529729,24.6102115873159,24.9638923711973,27.2219482178965,26.1044135145374,27.7035744832209,25.4391832341656,25.2148266299314,29.180764042257,29.180764042257,29.180764042257,29.180764042257,29.180764042257,29.180764042257
818,"EGY","Egypt",51.4946617397153,52.4824006526995,56.0789759826626,53.6812487635294,55.8841098882188,54.5178616863697,53.4493014984105,55.3501661462297,46.7632822970222,50.418306686412,50.3769004148984,59.2508503276709,57.127026967477,50.162057781943,55.8490930240567,50.3336308485634,52.9694877961325,55.6400100800503,53.3575290813104,53.5440143985233,53.0436639212542,53.0436639212542,53.0436639212542,53.0436639212542,53.0436639212542,53.0436639212542
222,"SLV","El Salvador",28.1507512982966,24.4206747892395,23.1944824675058,22.8315681214493,24.7932603202865,24.9478003830067,27.8330358514223,29.3999104051067,28.746015703332,27.032688803982,24.006240591928,28.6079346632796,24.3341026682338,26.2379001332872,26.138336393507,24.172660831159,23.1772947747139,27.913688689733,28.2486375760372,27.5761626075181,23.9185069108802,23.9185069108802,23.9185069108802,23.9185069108802,23.9185069108802,23.9185069108802
226,"GNQ","Equatorial Guinea",20.3609284335202,19.8141301183286,19.0529489400115,20.0909747513878,19.1984932410796,20.0805872704193,20.5665330256218,23.6392614488353,23.0927799997879,22.2260688903236,22.5626163974834,24.4814702098281,23.751674910601,24.7449197697754,26.3406951456391,26.4940180929886,27.1013556183517,27.663954522707,27.6102025680994,27.6591981251071,28.0522763581856,28.0522763581856,28.0522763581856,28.0522763581856,28.0522763581856,28.0522763581856
232,"ERI","Eritrea",27.793840791277,18.2237651685374,16.7237535676675,25.7016267007285,29.7589375784333,17.9708965113892,26.467180102137,13.8609121422214,19.7952627927274,20.1912212797865,33.0766507782972,37.0593161855233,25.103561124457,17.3147963267142,25.1615745889238,27.2894447509178,23.7492536068422,24.8947160573457,23.6349434084869,23.173536208654,22.2862929921289,22.2862929921289,22.2862929921289,22.2862929921289,22.2862929921289,22.2862929921289
233,"EST","Estonia",30.1385906595159,40.1096530213818,37.1315454960369,29.972748968521,28.1135221726589,41.2627777544726,38.4885162195385,40.4933388972803,35.1361884289322,39.8362669655096,52.8011241981296,41.6781614703568,56.9585363004161,46.281511432465,53.444536214068,44.7179120244799,48.9187854386677,58.6910905404537,57.679069302705,65.0872903200328,51.8401361410522,51.8401361410522,51.8401361410522,51.8401361410522,51.8401361410522,51.8401361410522
