"code","iso","country","TCL.ind.1995","TCL.ind.1996","TCL.ind.1997","TCL.ind.1998","TCL.ind.1999","TCL.ind.2000","TCL.ind.2001","TCL.ind.2002","TCL.ind.2003","TCL.ind.2004","TCL.ind.2005","TCL.ind.2006","TCL.ind.2007","TCL.ind.2008","TCL.ind.2009","TCL.ind.2010","TCL.ind.2011","TCL.ind.2012","TCL.ind.2013","TCL.ind.2014","TCL.ind.2015","TCL.ind.2016","TCL.ind.2017","TCL.ind.2018","TCL.ind.2019","TCL.ind.2020"
31,"AZE","Azerbaijan",56.2020302306711,56.2020302306711,56.2020302306711,56.2020302306711,56.2020302306711,56.2020302306711,56.2020302306711,56.2020302306711,56.2020302306711,56.2020302306711,56.2020302306711,56.294250538533,58.8366553592277,61.5979211035177,62.8368040807523,61.1198453606255,63.2679723540132,62.7238703975127,64.7681299720032,65.0636682557572,69.4938598019222,70.8132760466451,78.6104388720429,80.2491035734069,80.2491035734069,80.2491035734069
44,"BHS","Bahamas",38.5455605348283,38.5455605348283,38.5455605348283,38.5455605348283,38.5455605348283,38.5455605348283,38.5455605348283,38.5455605348283,38.5455605348283,38.5455605348283,38.5455605348283,36.5645633129323,36.8723258199826,32.3895516042697,31.8750791163211,34.3739828302108,35.4606452347184,36.1513573421654,37.3501457495066,37.0926291283856,35.0313696865863,29.4739427986583,24.5856197828975,25.4148877578738,25.4148877578738,25.4148877578738
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",40.8750513654831,40.8750513654831,40.8750513654831,40.8750513654831,40.8750513654831,40.8750513654831,40.8750513654831,40.8750513654831,40.8750513654831,40.8750513654831,40.8750513654831,39.3983926071252,39.3934903183694,38.0442218946327,37.32700793891,36.6241358321,38.0178161022199,37.2927115722504,36.5167943817022,33.7106163304659,30.9355974703101,26.4756209780746,22.1994500979724,20.2567909189401,20.2567909189401,20.2567909189401
52,"BRB","Barbados",42.7969193728527,42.7969193728527,42.7969193728527,42.7969193728527,42.7969193728527,42.7969193728527,42.7969193728527,42.7969193728527,42.7969193728527,42.7969193728527,42.7969193728527,46.1436404526013,39.9164328423688,37.3785501999584,36.2780530755629,35.1045364119475,32.9056026263068,24.6173485275915,25.2625620115823,26.1774540915815,27.4227523920014,27.7766266657343,44.3599451751881,39.4565078005397,39.4565078005397,39.4565078005397
112,"BLR","Belarus",33.8102974409718,33.8102974409718,33.8102974409718,33.8102974409718,33.8102974409718,33.8102974409718,33.8102974409718,33.8102974409718,33.8102974409718,33.8102974409718,33.8102974409718,31.9479621680449,31.4321241432063,31.1731752475943,31.3825219186985,31.413881728183,31.2004071874711,30.735853485725,31.2614832952271,31.3947658391259,31.5236629305256,28.7001863612269,26.6741068792244,24.1160978849035,24.1160978849035,24.1160978849035
56,"BEL","Belgium",34.987208483471,34.987208483471,34.987208483471,34.987208483471,34.987208483471,34.987208483471,34.987208483471,34.987208483471,34.987208483471,34.987208483471,34.987208483471,30.2325552415759,28.0131417559582,25.3371386789665,25.165190521075,22.0595066191862,22.7429073231863,22.8728168901673,24.4159423145969,24.8172995326201,28.5819845387986,28.8780869155219,29.8097466352976,28.9892020627393,28.9892020627393,28.9892020627393
84,"BLZ","Belize",29.3997401508009,29.3997401508009,29.3997401508009,29.3997401508009,29.3997401508009,29.3997401508009,29.3997401508009,29.3997401508009,29.3997401508009,29.3997401508009,29.3997401508009,30.6802173718808,31.0993653111037,30.6212624304777,28.7402548628391,28.2609835763752,23.1814089049148,23.3215448388285,21.852013121586,20.8370861036619,20.4491208306605,21.3794962246611,20.6099077043396,21.4400728917936,21.4400728917936,21.4400728917936
204,"BEN","Benin",14.3512198912292,14.3512198912292,14.3512198912292,14.3512198912292,14.3512198912292,14.3512198912292,14.3512198912292,14.3512198912292,14.3512198912292,14.3512198912292,14.3512198912292,16.416222057786,15.1250370941814,18.6848537854087,13.88575489734,14.9237898740972,16.1418436286474,18.3399248489438,17.273293123296,22.6662636868922,22.5447540849509,20.2350927496797,21.2530204751267,20.4130394070386,20.4130394070386,20.4130394070386
60,"BMU","Bermuda",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,62.9873305965043,62.9873305965043,62.9873305965043,54.235962421301,49.112054904152,54.235962421301,54.235962421301,54.235962421301,62.9873305965043,62.9873305965043,62.9873305965043
64,"BTN","Bhutan",68.0239419648299,68.0239419648299,68.0239419648299,68.0239419648299,68.0239419648299,68.0239419648299,68.0239419648299,68.0239419648299,68.0239419648299,68.0239419648299,68.0239419648299,66.6448452408289,65.5930518872808,64.7577229867228,64.2136364108245,55.8952174278712,55.1219511315795,54.7037182325968,55.1778150072251,55.1155823655836,62.8344419804869,60.4733303992018,57.8265518454714,56.3906725160092,56.3906725160092,56.3906725160092
68,"BOL","Bolivia",35.4387133029592,35.4387133029592,35.4387133029592,35.4387133029592,35.4387133029592,35.4387133029592,35.4387133029592,35.4387133029592,35.4387133029592,35.4387133029592,35.4387133029592,34.4523309538178,34.3134682496833,31.9957182934899,31.7716242179073,29.8901359599145,28.9358789836645,28.2787648477756,29.8256731055017,29.5536051760905,32.2379401042898,30.847058593125,29.1815762961124,28.2154841985212,28.2154841985212,28.2154841985212
