"code","iso","country","FGT.ind.1995","FGT.ind.1996","FGT.ind.1997","FGT.ind.1998","FGT.ind.1999","FGT.ind.2000","FGT.ind.2001","FGT.ind.2002","FGT.ind.2003","FGT.ind.2004","FGT.ind.2005","FGT.ind.2006","FGT.ind.2007","FGT.ind.2008","FGT.ind.2009","FGT.ind.2010","FGT.ind.2011","FGT.ind.2012","FGT.ind.2013","FGT.ind.2014","FGT.ind.2015","FGT.ind.2016","FGT.ind.2017","FGT.ind.2018","FGT.ind.2019","FGT.ind.2020"
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",6.47334765237338,6.80459992827912,6.92660220158908,6.50101506237868,6.58443399735795,6.33376055214788,6.30283323135065,6.02410752704267,5.96085941416356,5.89028888575385,6.47215972355058,6.56338289923382,6.15642582758279,6.13537404347217,5.81319417260929,5.73652575760347,5.7383732883867,5.55246834114671,5.54760171874204,5.69166137766959,5.69166137766959,5.69166137766959,5.69166137766959,5.69166137766959,5.69166137766959,5.69166137766959
462,"MDV","Maldives",100,100,100,100,100,100,100,100,100,100,65.1977246057498,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,84.5820634373916,100,100,100,74.5186602426742,74.5186602426742,74.5186602426742,74.5186602426742,74.5186602426742,74.5186602426742,74.5186602426742
478,"MRT","Mauritania",0.0170512575043347,0,0.047704151333761,0.139632089972451,0.175279839568546,0.109452436673877,0.0993297841436345,0.11216288920734,0.20491012778929,0.160156279191256,0.266933028239507,0.629980741170442,0.480587578654237,0.518023880514974,0.682829092037124,0.904580435739305,2.17532444753147,3.40276577868312,6.58260528901167,3.85498646566815,3.85498646566815,3.85498646566815,3.85498646566815,3.85498646566815,3.85498646566815,3.85498646566815
480,"MUS","Mauritius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"MEX","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,"FSM","Micronesia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89.9753633917103,100,100,100,70.7716124299138,70.7716124299138,70.7716124299138,70.7716124299138,70.7716124299138,70.7716124299138,70.7716124299138
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",3.68373825863934,4.0335137984884,4.51470569610146,4.28156753732149,4.92229999789008,5.23329948385457,5.13109077584301,5.98219617116038,5.35386225590058,5.33095919876276,5.85930209433539,4.55932697950811,5.1176751083413,4.32718466544524,4.64144628345197,4.42668934827083,4.63768155437855,4.21898043649037,4.99562743586299,3.65872569893696,3.65872569893696,3.65872569893696,3.65872569893696,3.65872569893696,3.65872569893696,3.65872569893696
504,"MAR","Morocco",2.19673692217417,2.14582667984052,2.23995097903878,2.25503713526186,1.92840099611391,1.78918394213009,1.89656339550928,1.79704187811164,1.78832026878129,2.06641203421445,2.13741139938986,2.03658738724806,2.14506551168735,1.90180441961213,1.87861398170445,1.69977010122194,1.91270299145145,1.89758149484956,2.14744168287881,1.92313618834237,1.92313618834237,1.92313618834237,1.92313618834237,1.92313618834237,1.92313618834237,1.92313618834237
508,"MOZ","Mozambique",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"MMR","Myanmar",8.87555079440826,8.74211486768316,8.49239249355232,7.97041797551744,7.90792798840103,7.51361071599597,7.11344672368095,6.78453332930418,6.60889892527356,6.21562417434222,6.37514039282306,6.17478780857927,5.8356852856232,5.51017467860099,5.50187372372274,5.41857936444708,5.50856397417742,5.54704159258273,5.72117059200068,5.67996021893603,5.67996021893603,5.67996021893603,5.67996021893603,5.67996021893603,5.67996021893603,5.67996021893603
516,"NAM","Namibia",0.77804874381637,0.0333340136072451,0.304959352181498,0.780983483737344,0.359389131460873,0.152400892089261,0.130891247536582,0.485548142473647,0.175483553583149,0.333179941055377,0.298419111666817,0.279118476151012,0.825319758221696,0.309045241873633,0.0978568310687109,0,0.174127030000875,0,0,0,0,0,0,0,0,0
520,"NRU","Nauru",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83.8364591448198,83.8364591448198,83.8364591448198,83.8364591448198,83.8364591448198,83.8364591448198,83.8364591448198
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",0.208294336725345,0.208546656978172,0.128945995640834,0.374795755621847,0.18726610489712,0.235103653415479,0.272657738160532,0.107659199286587,0.204092762010433,0.400392216129362,0.218079038567922,0.509906691357202,0.561046725601514,0.490352634778318,0.371511239069449,0.26048623312991,0.642996120138932,0.506480082946752,0.700290094943512,0.696003012998531,0.696003012998531,0.696003012998531,0.696003012998531,0.696003012998531,0.696003012998531,0.696003012998531
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",1.32832589941511,1.36341604363753,1.41262685850171,1.52352224799377,1.62696667440204,1.72729781477857,1.75856112784851,1.93961907269799,2.10279442276078,2.29536188870438,2.4433608371277,2.28620896472931,2.5677785922195,2.75935368131317,3.04914014734334,3.15977359157222,3.18620706745399,3.38419202925559,3.14106124926001,3.04902803705563,3.04902803705563,3.04902803705563,3.04902803705563,3.04902803705563,3.04902803705563,3.04902803705563
558,"NIC","Nicaragua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",7.8471153390891,8.91993525469952,9.02940176062749,9.04285061449642,8.94073352475739,9.12302947531819,9.06225171448523,9.09758852687384,9.15466897592277,9.16576647033853,9.14727448508154,9.08582424195356,9.11427965209838,9.13533953299782,9.31377209923774,9.30469720464357,9.08311154061948,9.53654237515788,9.53450218537704,9.52752294176061,9.52752294176061,9.52752294176061,9.52752294176061,9.52752294176061,9.52752294176061,9.52752294176061
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",5.88225978279318,6.5725905846531,6.68804989821172,6.73931467384337,7.73573861104138,8.25966624526879,7.23683672411742,6.79889620325947,6.90692682310406,6.08489833859075,7.26163745493277,7.33917308325523,7.48301610463221,8.35105053102821,8.62141235528726,8.35573482415067,8.62624072794038,8.6705850284865,7.89330571906086,7.34996532535666,7.34996532535666,7.34996532535666,7.34996532535666,7.34996532535666,7.34996532535666,7.34996532535666
512,"OMN","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,"PAK","Pakistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,"PLW","Palau",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93.255714080514,100,100,100,80.8871194169,80.8871194169,80.8871194169,80.8871194169,80.8871194169,80.8871194169,80.8871194169
591,"PAN","Panama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,"PNG","Papua New Guinea",33.3150631263809,30.5917875783393,30.4617348315487,26.0858324191694,25.4587367482756,27.9007841706679,26.2692889109805,28.9324231357227,32.8461653846862,30.2050246494247,30.1305115397027,34.9124687905429,35.3070238177177,37.9300141419075,38.447690322339,35.710565782153,39.4633517642803,37.9170232038569,35.3282957636532,33.2802737418324,33.2802737418324,33.2802737418324,33.2802737418324,33.2802737418324,33.2802737418324,33.2802737418324
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",22.9468143923746,22.7026426767271,22.5857019203044,18.8523491824344,19.3965173915773,26.4763540769427,24.2529269128672,29.6210944209616,31.1572204057154,31.2410729368655,31.0498204565722,28.6393218829242,28.6149383588904,28.6389847858951,26.3512306435741,25.4676297856943,30.7838831517316,25.3764019234964,28.2076295563399,23.6418425960772,23.6418425960772,23.6418425960772,23.6418425960772,23.6418425960772,23.6418425960772,23.6418425960772
608,"PHL","Philippines",11.6486464607847,6.92529117458523,8.05651673409446,9.92711361334516,9.91268060005044,10.0064871478116,13.663412283625,12.3438026356015,12.137227369975,12.6400960375478,12.8443737195677,12.9773726697233,12.8777226320259,12.8767985485014,12.8776040419413,12.8138079737214,18.0609185667792,18.417562049956,18.5955950156152,19.1013021494409,19.1013021494409,19.1013021494409,19.1013021494409,19.1013021494409,19.1013021494409,19.1013021494409
616,"POL","Poland",2.87729089951081,3.05094964655106,2.47288176502565,2.50508908472423,3.1262428151131,2.72184611552541,3.00312088009073,2.49706427140616,2.65729613548361,2.78488544425402,2.91595794859681,3.01679571139988,2.51376316037909,2.6495215823104,2.88400829413452,3.14840937992415,3.65449843572712,3.91705959812067,3.51923204118961,3.37479444234117,3.37479444234117,3.37479444234117,3.37479444234117,3.37479444234117,3.37479444234117,3.37479444234117
620,"PRT","Portugal",10.8940161050751,10.0916305898781,9.32160973387691,10.0279970433965,11.1440483013687,9.91887513817541,9.58254197621318,9.36342182437575,9.4587520396891,8.91349149822575,8.65709604788579,9.26439209391737,10.9477935469654,10.3701826909315,10.4775353842912,100,100,22.0009084684022,59.741202590678,55.2464602656113,55.2464602656113,55.2464602656113,55.2464602656113,55.2464602656113,55.2464602656113,55.2464602656113
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"ROU","Romania",2.81196924165945,1.97968531692798,0.564980393980875,1.30835490802679,1.88068291544204,2.23065406975321,1.82153157348496,2.71889972845901,2.95556833009108,2.65308011661506,2.70805279226789,7.46881724321223,12.0130991904065,100,100,100,5.72763664849833,3.20784291242167,2.22512438742561,1.43230943300748,1.43230943300748,1.43230943300748,1.43230943300748,1.43230943300748,1.43230943300748,1.43230943300748
643,"RUS","Russia",1.40774479616954,1.07308284790585,1.18028205497403,1.37360207686871,1.79249583015347,2.17428225210102,2.21661741536242,2.89280106271268,2.14306735782471,2.44501134458233,2.57756754907713,2.42710274116435,2.39221236586214,2.14631343721086,2.64128813094695,2.21806770137462,2.65139891616921,2.55154328197145,2.63650235181954,2.19562650472504,2.19562650472504,2.19562650472504,2.19562650472504,2.19562650472504,2.19562650472504,2.19562650472504
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,"VCT","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",2.08246610816187,2.72332068851875,2.823232700765,2.82635876881012,2.6478691115087,3.93275170003884,3.86418919012537,3.14107636360316,3.95759197188252,5.36280978218632,3.52459013288686,4.4247528809687,3.85189448740316,5.3515608271163,5.09187136366889,3.0006458205219,4.95586277816071,6.20277844179898,8.07285849872943,7.05549424963891,7.05549424963891,7.05549424963891,7.05549424963891,7.05549424963891,7.05549424963891,7.05549424963891
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,"SLE","Sierra Leone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,"SGP","Singapore",30.1938751868101,35.4253756699836,71.7506639917642,66.7334465633219,65.2763984418828,63.4249283095382,27.7907557929308,33.7133328967184,39.3247031719377,58.1173583250149,62.6447514584164,62.2965973950752,62.5778142700314,100,100,100,100,100,100,100,100,100,100,100,100,100
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"SLB","Solomon Islands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,92.4797684167871,100,100,100,73.2621377305479,73.2621377305479,73.2621377305479,73.2621377305479,73.2621377305479,73.2621377305479,73.2621377305479
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",8.36113155641381,5.37394347117231,6.73656267192933,6.18365754938634,7.62115458966306,8.42328554434378,9.08409461609651,8.63797531168623,9.0915286701746,8.89545188399548,8.70805491423614,7.83662924733908,7.90480450983075,7.95636543456777,7.48204028690017,8.41332746308764,6.59028183558502,8.591384458561,6.05387251742518,7.74802295963255,7.74802295963255,7.74802295963255,7.74802295963255,7.74802295963255,7.74802295963255,7.74802295963255
410,"KOR","South Korea",2.63927700298512,2.74938286044798,3.32668952345108,2.86854632761195,2.78866277644998,3.06387666741121,3.07223658838907,3.03048833567131,3.34442862121784,2.79804774602408,2.67111477393007,2.47648583490691,2.81787795875512,2.66053446721246,3.07767172065115,3.07625237254896,2.68849414913024,2.86181110626622,2.85593440580784,1.50744920812062,1.50744920812062,1.50744920812062,1.50744920812062,1.50744920812062,1.50744920812062,1.50744920812062
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",5.53329026703392,5.98913321635239,5.44098897742302,5.68680143080064,5.59302963304671,6.03732427261552,6.18570623710845,6.09770572841023,5.88221860352907,6.24064537887678,5.73435990753346,4.74715427444495,6.22696396966609,6.35867517426232,6.5919407138274,7.18372984361748,10.5949431911408,10.8297789024329,10.029677395412,9.29981766541449,9.29981766541449,9.29981766541449,9.29981766541449,9.29981766541449,9.29981766541449,9.29981766541449
144,"LKA","Sri Lanka",12.5139896268375,13.8639616542931,13.2363411727933,12.5022617622298,14.9663827812518,12.2815365018423,15.4411644835176,16.025238688567,11.3330695142335,10.1091526239056,16.9493871051898,13.3802318424757,11.9031871636993,10.6270343330591,9.64574408091926,8.66769041192346,10.8465764931435,9.99008031316029,8.78046377662503,6.28893596082527,6.28893596082527,6.28893596082527,6.28893596082527,6.28893596082527,6.28893596082527,6.28893596082527
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,"SUR","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,"SWE","Sweden",3.09751998895695,3.56092392353385,3.33840285541127,2.79003786346965,3.12704993939006,3.6291711413644,4.02900188405674,3.66236112597777,4.11779954402959,4.07756106410294,3.63598767687142,3.71836641884802,3.66470269763848,3.47990753347693,3.66480602432584,3.55604698148424,4.09794681569267,3.91313275995628,3.65281511263647,3.58851238705667,3.58851238705667,3.58851238705667,3.58851238705667,3.58851238705667,3.58851238705667,3.58851238705667
756,"CHE","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,"SYR","Syria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"TWN","Taiwan",4.58516001560866,4.92175621154499,5.30452812438099,5.65349410859297,4.69208420931616,4.70087021288947,5.32800971204468,5.58030936924426,9.01287004535702,6.29263432927851,6.89980200250987,7.6887545207488,7.91512744520951,8.63784430152539,9.59300455010039,9.69836143345881,10.3508465697747,10.3048286364517,10.3749877046904,10.9052759449399,10.9052759449399,10.9052759449399,10.9052759449399,10.9052759449399,10.9052759449399,10.9052759449399
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
