"code","iso","country","NDA.ind.1995","NDA.ind.1996","NDA.ind.1997","NDA.ind.1998","NDA.ind.1999","NDA.ind.2000","NDA.ind.2001","NDA.ind.2002","NDA.ind.2003","NDA.ind.2004","NDA.ind.2005","NDA.ind.2006","NDA.ind.2007","NDA.ind.2008","NDA.ind.2009","NDA.ind.2010","NDA.ind.2011","NDA.ind.2012","NDA.ind.2013","NDA.ind.2014","NDA.ind.2015","NDA.ind.2016","NDA.ind.2017","NDA.ind.2018","NDA.ind.2019","NDA.ind.2020"
36,"AUS","Australia",76.4588481589045,76.4588481589045,76.4588481589045,76.4588481589045,76.4588481589045,54.7900142769317,25.6044359602087,11.1869055412118,40.2049725701641,39.2257531539653,66.2184283827303,78.3468284251861,100,100,100,100,92.2718809385324,32.5411868528,62.6574950748896,48.1184003249147,66.7015468261258,80.7073639950472,70.1284619548224,70.1284619548224,70.1284619548224,70.1284619548224
40,"AUT","Austria",93.225014737381,93.225014737381,93.225014737381,93.225014737381,93.225014737381,91.3994079392448,84.696312952935,72.7880132656837,56.6430279687379,73.0020523019084,89.0199373811977,100,100,100,100,100,100,100,74.036538627908,70.1572834105008,66.584690864841,64.3456564937772,66.8867771801817,66.8867771801817,66.8867771801817,66.8867771801817
31,"AZE","Azerbaijan",74.1763424183754,74.1763424183754,74.1763424183754,74.1763424183754,74.1763424183754,73.8666860549488,73.0812216817332,53.749625200743,35.9112331533165,23.4402657768692,14.7292746232844,13.4755067563777,14.5898543217726,15.009215394429,17.1140039364038,25.4646326814783,30.1361946376232,33.5635883293699,41.5817978257498,43.6797145118659,49.7134816251329,53.3007030461102,60.9134441313627,60.9134441313627,60.9134441313627,60.9134441313627
44,"BHS","Bahamas",0,0,0,0,0,0,5.35453711873451,24.4917215955481,46.5665390140998,64.0762475245367,74.0404793296511,72.1482997181205,70.39913136389,49.9997297250741,36.0715295685952,36.3181910383847,26.4649056781068,26.8893528456212,28.3667054749894,28.1236690745386,32.6355857712647,39.6636681955109,44.0414194013603,44.0414194013603,44.0414194013603,44.0414194013603
48,"BHR","Bahrain",43.4592313661058,43.4592313661058,43.4592313661058,43.4592313661058,43.4592313661058,42.2835215741448,42.7137066694635,33.357299759267,22.0274182429019,15.1941453267903,12.2027098192659,8.01370900516619,12.0562226568834,15.2477652222682,29.0300359706169,39.6016564661664,50.7798194962295,56.1594279543302,52.075348961875,48.8887490429215,50.1002488294175,52.1589726482127,56.1482655655417,56.1482655655417,56.1482655655417,56.1482655655417
50,"BGD","Bangladesh",34.1506882053529,34.1506882053529,34.1506882053529,34.1506882053529,34.1506882053529,37.2034504693146,38.5000974176163,40.1605188346799,45.9530416735048,51.3824334771762,50.7645527598035,47.061067461858,47.4930117965812,44.7179984741367,42.142474285112,40.4558445968074,37.1413551678794,36.9267016904213,40.8438721263511,45.1700888515939,47.8470809406388,52.6823097704357,56.6452235139157,56.6452235139157,56.6452235139157,56.6452235139157
52,"BRB","Barbados",60.7293966387565,60.7293966387565,60.7293966387565,60.7293966387565,60.7293966387565,60.2170948828021,63.2319822853478,77.6006822659785,100,100,100,100,100,90.5253525075252,84.1816171002353,73.8270909670235,62.6339406582174,63.3931870156073,68.7730085160543,59.894659847003,62.2251124838319,66.9011505236005,67.948898818846,67.948898818846,67.948898818846,67.948898818846
112,"BLR","Belarus",79.7390702291138,79.7390702291138,79.7390702291138,79.7390702291138,79.7390702291138,84.1073066704896,89.4107806831289,95.3204106449083,91.9869406596681,86.6615365140953,76.5890613407958,68.5571483917933,62.4204544994108,54.7679549707536,49.1319181988697,47.2042154878521,0,0,0,0,0,0,0,0,0,0
56,"BEL","Belgium",43.1807494868867,43.1807494868867,43.1807494868867,43.1807494868867,43.1807494868867,54.693447608784,66.9277924899061,77.2781267499875,100,100,100,100,100,92.7301404692241,79.32517581855,70.0425565734929,65.4647389960424,56.0597859865784,60.8284794888058,67.9576431816692,78.6401470756445,97.0274471224579,100,100,100,100
84,"BLZ","Belize",67.8939701143126,67.8939701143126,67.8939701143126,67.8939701143126,67.8939701143126,57.2143943117237,45.759927520813,0,0,0,0,13.5732520474448,39.4706397056412,64.7883764058426,69.558624741137,87.9124752371336,91.6625741783184,61.2608513654636,0,0,0,0,0,0,0,0
204,"BEN","Benin",35.0998718352232,35.0998718352232,35.0998718352232,35.0998718352232,35.0998718352232,32.6407749384305,35.9100881620944,26.9007313372326,32.9496998554448,44.430570057956,42.2673212048109,49.8845584648959,51.3469302433691,60.6151768806962,68.1471557687658,68.8345758502748,73.292385746428,64.2290048188665,64.2537390023016,72.9829048306944,64.7807556759409,57.4973139685073,44.4309238071627,44.4309238071627,44.4309238071627,44.4309238071627
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",29.2398189542083,29.2398189542083,29.2398189542083,29.2398189542083,29.2398189542083,31.7475667459464,40.7909633059723,52.4695131122077,66.3367584366786,81.6068794690028,75.833036431556,72.0566690761284,67.3328328978701,67.9027079584929,61.7252088020494,62.5320908420022,66.0300604385246,69.0615778562102,73.2054342384309,77.6227000836724,76.6817611697315,77.4035374683262,74.3548946623824,74.3548946623824,74.3548946623824,74.3548946623824
68,"BOL","Bolivia",45.6042912149922,45.6042912149922,45.6042912149922,45.6042912149922,45.6042912149922,47.8278642629019,49.6793690659935,41.0809478900572,39.5984824850559,26.9930946461314,15.5547934795238,15.0456285270666,17.4355895873476,22.0780112214112,27.0743481402622,21.6242727108868,34.7137641864329,38.2907830473751,51.6013351561706,58.6938932107581,58.8745162837071,57.3999909618986,56.4599724794733,56.4599724794733,56.4599724794733,56.4599724794733
70,"BIH","Bosnia and Herzegovina",5.9909887069976,5.9909887069976,5.9909887069976,5.9909887069976,5.9909887069976,5.9909887069976,5.9909887069976,5.9909887069976,5.9909887069976,0,5.14425651941683,30.3805562611158,46.013644826345,51.2690421026851,32.9090894413663,17.0293711140792,4.33713855319495,0,3.28803861654789,0,0,6.59415786325138,24.7541728394219,24.7541728394219,24.7541728394219,24.7541728394219
72,"BWA","Botswana",75.4724742216577,75.4724742216577,75.4724742216577,75.4724742216577,75.4724742216577,83.1479926760388,60.1723713986678,41.7774234578932,100,100,100,100,100,74.6395078985898,93.266468294555,11.2650114180313,0,0,0,47.9480281004826,100,100,100,100,100,100
76,"BRA","Brazil",54.1898046125532,54.1898046125532,54.1898046125532,54.1898046125532,54.1898046125532,57.1210914136162,54.7084545684972,48.4373624290956,41.2862487153163,30.4537057962493,23.0224739897069,25.7507889199657,24.1483394154907,27.4957639420197,36.7771600119642,41.6205743398675,46.7788053030145,49.6740205162048,52.3764928634482,49.105987437185,50.1644464948028,52.759542067489,47.555503548346,47.555503548346,47.555503548346,47.555503548346
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",38.3389024470587,38.3389024470587,38.3389024470587,38.3389024470587,38.3389024470587,28.2402485044203,18.4811646613772,12.1968657791655,13.6866269273338,16.8204171967107,28.2418980233938,32.6914562914379,32.6993839587911,35.6277532708284,41.1629601913189,43.7894264368587,47.6979875727189,50.7979064605022,48.6891726282401,50.45923525518,58.6559566704916,57.8562014695565,55.7800503419012,55.7800503419012,55.7800503419012,55.7800503419012
100,"BGR","Bulgaria",100,100,100,100,100,100,100,100,79.6090474717215,65.9057390002723,62.4405977565801,68.103862846864,67.1413805402237,73.1273036692246,91.8261774668238,100,92.1826897334102,91.0248646828477,72.7787492530649,59.1566834614997,49.4725240754841,56.7973609934535,58.2131113128064,58.2131113128064,58.2131113128064,58.2131113128064
854,"BFA","Burkina Faso",37.0006905272609,37.0006905272609,37.0006905272609,37.0006905272609,37.0006905272609,34.4516359922574,35.5520968946345,32.3832182976042,22.2007620109155,13.5910036227212,5.65260296625351,6.81285795342254,6.65768961801484,11.6058364447263,18.1645619144816,20.0098728511134,32.8776425434382,44.2808563459137,46.2668337415643,48.1177469075723,46.2895402725022,46.5202760422586,43.4527953415276,43.4527953415276,43.4527953415276,43.4527953415276
108,"BDI","Burundi",75.1509831053514,75.1509831053514,75.1509831053514,75.1509831053514,75.1509831053514,75.6298615168236,74.2246822229706,69.1245283630625,63.629054895172,60.9007069398835,56.6854807020871,51.593855075561,46.1526285099506,41.9125639046753,39.9922754858132,37.4193806589565,29.4604235647859,24.7739670481231,16.3273030862036,12.7581778837943,14.9567497636412,26.3175820671551,39.8183460072971,39.8183460072971,39.8183460072971,39.8183460072971
132,"CPV","Cabo Verde",38.5475338018814,38.5475338018814,38.5475338018814,38.5475338018814,38.5475338018814,53.4401215396237,60.941985529079,48.6197748152225,36.2850692391239,41.2994856821249,25.2591427930704,47.8731568362872,60.2153182720347,62.187598517834,54.6845132353823,49.5200800877356,73.9964576473295,98.4270881980892,100,100,100,100,100,100,100,100
116,"KHM","Cambodia",58.5352872929305,58.5352872929305,58.5352872929305,58.5352872929305,58.5352872929305,58.5352872929305,58.5352872929305,58.5352872929305,52.2140990792592,44.7261292113906,43.5921349488058,34.7607855612744,29.3349953372445,32.0722417500104,24.840628658675,32.7767310144228,39.6655142929594,46.6361981579769,54.8670816983006,57.6097086884934,65.4051218695143,72.8476217004692,72.8872791793806,72.8872791793806,72.8872791793806,72.8872791793806
120,"CMR","Cameroon",54.9715822406706,54.9715822406706,54.9715822406706,54.9715822406706,54.9715822406706,41.782969531801,33.0392576499225,30.4532955756305,22.7697079368726,28.4393323682592,27.57309683426,40.7857555928091,56.1751503652783,68.3026294767029,89.0237714551557,93.7325747667866,99.2051839948557,100,95.386647530712,100,84.9681922388593,74.3081105927639,62.3662242280707,62.3662242280707,62.3662242280707,62.3662242280707
124,"CAN","Canada",74.8248466150849,74.8248466150849,74.8248466150849,74.8248466150849,74.8248466150849,92.7596379486837,100,100,100,100,100,100,79.1874412717553,71.2431171585154,70.1660098572103,68.6548495608367,65.1721610883868,59.0708093493761,54.9716011530196,53.6644186455839,50.6919399599225,58.2682720599064,58.3041396610177,58.3041396610177,58.3041396610177,58.3041396610177
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",70.2061497522617,70.2061497522617,70.2061497522617,70.2061497522617,70.2061497522617,63.3173491750869,59.8153647284753,70.3231039036666,51.9302027361007,53.0388829794442,47.4512966651801,50.3451642041734,52.0580059030016,41.3946111203939,71.1954876407144,72.3234583625191,67.3686247158553,100,91.6508316992757,100,94.3539219865918,84.8063370159538,71.3122071405046,71.3122071405046,71.3122071405046,71.3122071405046
148,"TCD","Chad",47.2039477772691,47.2039477772691,47.2039477772691,47.2039477772691,47.2039477772691,37.6174610272089,39.1801275658353,32.8599039576233,30.3374491577106,33.9498305626787,38.173540497755,44.9791874261687,50.2578797163552,59.7702604704478,73.0690878455489,69.7146297906722,72.4717310307368,66.1236992968236,64.6417069881203,69.0674154115201,0,0,0,0,0,0
152,"CHL","Chile",15.3943447960226,15.3943447960226,15.3943447960226,15.3943447960226,15.3943447960226,15.6159956370989,21.9985055373582,27.1605596321424,35.6270862708224,35.9258232953116,38.9157102191209,40.6963104045752,36.6903973926659,30.78999206011,37.4980620309422,41.3275178455273,49.9069452182563,58.0208434705116,71.9651300113207,79.2516672293041,91.3698388853102,100,100,100,100,100
156,"CHN","China",31.2554008492954,31.2554008492954,31.2554008492954,31.2554008492954,31.2554008492954,35.6319134186709,41.116353342466,45.0304982771451,52.6359943799213,58.0499259143826,52.9082537797005,42.4240980467748,39.8383695155443,38.9987636049069,40.5991876267336,45.6575939993259,52.1861680659354,56.2046946583178,59.1652675105913,60.6656708667675,60.5912621776992,58.5659053798027,57.2088196738039,57.2088196738039,57.2088196738039,57.2088196738039
170,"COL","Colombia",70.0684114814028,70.0684114814028,70.0684114814028,70.0684114814028,70.0684114814028,70.7814425411744,70.6858095779125,70.5317685224372,67.2026917516986,62.8701136782459,57.1324232241858,51.7582991581686,43.864543035485,42.2107781023104,46.2089118009332,48.7274977997893,54.3184950897761,62.4759908632254,74.7208408637688,88.9026143236607,100,100,98.2086840476267,98.2086840476267,98.2086840476267,98.2086840476267
174,"COM","Comoros",39.6412792467602,39.6412792467602,39.6412792467602,39.6412792467602,39.6412792467602,41.9942853582247,41.0091487987624,43.4813881867326,55.3561254367564,66.4560704420495,74.2246724955638,81.7266906463117,83.4354609317955,76.3468764733025,66.8119747256806,63.9890361092042,54.8478098485932,46.3665987390977,47.351800367029,51.6942080318581,55.3884234737749,58.8809595998786,59.8233355315178,59.8233355315178,59.8233355315178,59.8233355315178
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",64.3606700379322,64.3606700379322,64.3606700379322,64.3606700379322,64.3606700379322,88.6414760921246,100,100,100,100,100,100,100,75.6381812191885,62.1264612076243,52.368610403848,43.2372164248464,42.6231596538907,36.4027659244798,44.4341695589634,48.0817324474346,47.3649874568396,45.7333197013518,45.7333197013518,45.7333197013518,45.7333197013518
384,"CIV","Cote d'Ivoire",54.3123181704826,54.3123181704826,54.3123181704826,54.3123181704826,54.3123181704826,56.367309907597,54.1450728949785,45.1826177464989,44.053497300987,55.6544626382156,46.4329304534772,50.7897059802031,52.7971987871168,58.6055228782616,70.1334734266964,80.9976399646476,80.6228180456426,70.4000756252792,58.6857207743689,73.6176185635339,64.7939625056037,51.9040875735237,42.6418773935985,42.6418773935985,42.6418773935985,42.6418773935985
191,"HRV","Croatia",63.8557702464718,63.8557702464718,63.8557702464718,63.8557702464718,63.8557702464718,63.8557702464718,63.8557702464718,63.8557702464718,63.8557702464718,63.8557702464718,62.3462431246692,51.3807509384515,25.8512347519263,14.6172664100747,38.1517849478976,45.357167699121,58.0194310571883,73.6207231531236,86.2592318840381,83.6930876119797,84.9602085957535,99.0241739339859,100,100,100,100
192,"CUB","Cuba",100,100,100,100,100,100,100,100,100,100,100,100,98.466452278333,82.6650652275095,84.0398933896981,83.831869997191,74.0966250958681,72.4544345510835,72.0316107251851,68.0275008787149,72.5854256207471,71.6753667184937,69.5009034808929,69.5009034808929,69.5009034808929,69.5009034808929
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",51.3553558433943,51.3553558433943,51.3553558433943,51.3553558433943,51.3553558433943,62.0009938214135,70.3406215557484,65.276479503468,60.5729946680388,60.833879760432,64.2967713032993,64.5740278765242,69.6273624354503,75.113456089663,78.5682917774984,83.6402648966724,87.8866568016229,82.0736320446636,79.9604629292927,78.2499609666957,75.9009262673927,75.5402870427907,76.134092220005,76.134092220005,76.134092220005,76.134092220005
203,"CZE","Czech Republic",100,100,100,100,100,87.28361637968,71.8836079806483,74.2906066603111,83.2061004475107,86.2296037102267,86.9388349045347,86.7207999868391,90.2899494805338,100,40.0405297487257,50.2114372414523,50.1616295052647,57.2415028298366,67.1354096305878,73.6156216032433,76.3153705613376,83.9149304671524,99.2490508664768,99.2490508664768,99.2490508664768,99.2490508664768
180,"COD","Dem. Rep. Congo",89.9851850499609,89.9851850499609,89.9851850499609,89.9851850499609,89.9851850499609,87.657296565722,88.4349255279383,83.9076234925207,60.1649489812235,29.3344652252219,0.989950857243528,0,3.0223754426079,9.00567382145879,29.4732434768459,53.252756829172,67.814919401937,80.6308631544857,83.6397198918754,82.0879260050837,74.3576917063197,66.57633172003,73.2423404319984,73.2423404319984,73.2423404319984,73.2423404319984
208,"DNK","Denmark",100,100,100,100,100,96.6608064027447,93.9699178572004,100,100,100,100,100,100,100,100,100,100,100,93.3075968937257,82.2271364265336,73.0555309465735,71.4902023753819,69.6581692533763,69.6581692533763,69.6581692533763,69.6581692533763
262,"DJI","Djibouti",56.0488683285215,56.0488683285215,56.0488683285215,56.0488683285215,56.0488683285215,56.0488683285215,47.2658425892647,44.9138529484978,42.8307348182841,52.3769635384335,58.4929245746408,63.4643598577589,66.1514027747805,68.2712735029112,68.4538064526081,68.3249146794584,65.2818251929495,64.1818237369206,62.9814880805153,63.5612576165994,64.0981364231296,66.0584657238844,66.1033186969392,66.1033186969392,66.1033186969392,66.1033186969392
212,"DMA","Dominica",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,91.06849622259,68.1147922883652,73.6658323657836,72.347401803151,74.0572802806829,65.6084275385016,71.5614334082459,61.2437588524673,61.2437588524673,61.2437588524673,61.2437588524673
214,"DOM","Dominican Republic",49.4762549143041,49.4762549143041,49.4762549143041,49.4762549143041,49.4762549143041,60.2446807498248,61.5655986218242,55.6586270725348,56.704709637048,51.3569843014367,47.6953755144365,38.3131479531356,25.1653389598164,16.3446111924713,18.2880176159424,25.1760961792145,33.853453239369,38.011102538456,49.1179696306893,55.0462770605189,61.461854603321,64.1668620253057,59.8382176962714,59.8382176962714,59.8382176962714,59.8382176962714
218,"ECU","Ecuador",35.3984203078652,35.3984203078652,35.3984203078652,35.3984203078652,35.3984203078652,51.2395704615944,45.7690515105883,50.0250341485804,56.1546940008126,58.7652514597044,65.2894532258006,66.1049080555189,64.3582141425795,59.9622756367616,59.3291468041049,64.3636949738573,48.7512342798946,45.1019431438516,46.2165915343788,46.542900450517,58.3918021509362,67.2402763464819,81.9743654945704,81.9743654945704,81.9743654945704,81.9743654945704
818,"EGY","Egypt",18.1363231343832,18.1363231343832,18.1363231343832,18.1363231343832,18.1363231343832,25.0941373415933,33.6345065058622,38.3093010371742,28.1919353616331,31.6813414825961,25.4284481619721,29.6525988138428,34.7547931720028,27.91660248065,35.0789877182568,33.098599282703,36.8636673337299,46.4722688609483,41.5654409631295,41.7019912379617,39.1881827366102,48.6280981048772,55.7890095319632,55.7890095319632,55.7890095319632,55.7890095319632
222,"SLV","El Salvador",67.43766407774,67.43766407774,67.43766407774,67.43766407774,67.43766407774,73.3782366211759,71.1289817499053,69.8384153189826,70.4540741380041,68.4329962837376,66.0878106486507,56.3180854167722,41.8077010359082,35.5033805844881,34.5754874388313,41.795162727641,48.1179250686392,59.9003043643885,81.8614303571759,100,100,100,100,100,100,100
226,"GNQ","Equatorial Guinea",0,0,0,0,0,0,0,4.43560762214283,19.7830923534463,26.173223751143,37.093043825379,51.5057191962453,59.649888419351,66.5908003035764,73.7291041314655,74.4942532698592,71.7644022695413,92.4595794028754,91.5179818186201,88.0949159323479,84.0418187893573,80.6732189836753,73.9561596632575,73.9561596632575,73.9561596632575,73.9561596632575
232,"ERI","Eritrea",19.0559622526391,19.0559622526391,19.0559622526391,19.0559622526391,19.0559622526391,19.0559622526391,19.0559622526391,5.99171020801471,21.2515559509416,39.5626009883194,59.6800202974093,76.4198505992403,75.2399175577668,72.6890364373461,68.7039075209122,63.4126625906858,61.3645753856092,61.6712903128576,61.1426473122977,61.5479948061618,60.3451856449386,64.1165599448272,62.152377876053,62.152377876053,62.152377876053,62.152377876053
233,"EST","Estonia",100,100,100,100,100,100,100,100,100,83.1894403187575,75.9088975108679,72.6971177895824,66.3894312364042,57.2137416435249,57.6184325782757,56.5878601201078,56.8011016747717,57.438681421672,56.0574411422277,53.0174082670039,51.5093360378989,55.7995196064972,56.3933131504634,56.3933131504634,56.3933131504634,56.3933131504634
748,"SWZ","Eswatini",100,100,100,100,100,100,100,100,99.5797892202227,98.3574502013523,88.2291203430394,91.3430356511649,78.6825359116023,72.9105732941716,71.6052446681679,63.6193713012093,63.9489513362549,65.4493427547837,62.830066847749,61.5084134011686,62.0999711547577,72.1104311162541,71.6368186795113,71.6368186795113,71.6368186795113,71.6368186795113
231,"ETH","Ethiopia",59.7785864017749,59.7785864017749,59.7785864017749,59.7785864017749,59.7785864017749,56.7686914031021,50.5025044904561,32.6179598539329,31.9054027477895,31.9172260988887,31.7340359778894,30.4365707269778,23.6391544587712,13.4841547496416,6.10159703564435,7.63018409720884,13.4994496703,9.34148958165264,14.9291950306706,21.0676351857415,28.2489393979505,36.0872978331355,37.2897921683704,37.2897921683704,37.2897921683704,37.2897921683704
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",49.5533657412388,49.5533657412388,49.5533657412388,49.5533657412388,49.5533657412388,62.0513534889348,72.1506560260096,82.7257155778832,100,100,100,98.9583926368203,87.9043974038162,74.6845854956675,75.374332000779,84.5914738606644,84.167487721695,75.295496698221,80.1116085192999,74.535953491258,68.0171098868554,67.5993200252817,65.2678439933161,65.2678439933161,65.2678439933161,65.2678439933161
246,"FIN","Finland",79.0227455618673,79.0227455618673,79.0227455618673,79.0227455618673,79.0227455618673,71.7447827753663,63.1787635822888,61.3304582157262,58.2589571624325,55.2613443778078,53.2142895407243,51.2995335045208,46.5393735539832,48.998098272583,63.9690685854923,68.5200692785961,76.5354001407742,79.80280900233,75.9143030569663,73.8769003972585,70.1433298775649,68.8685366136231,63.7954957085219,63.7954957085219,63.7954957085219,63.7954957085219
250,"FRA","France",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88.128988105897,76.4575149079838,76.2063104837091,69.4652950615473,69.4652950615473,69.4652950615473,69.4652950615473
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",73.39419329739,73.39419329739,73.39419329739,73.39419329739,73.39419329739,77.4643005047356,80.6058350612586,72.8766424103331,62.2766878116697,48.7343908050603,42.1808861156026,39.7475907314417,33.1807496316968,30.0558391118564,31.4673415620898,36.2114742480449,44.2618002747129,49.2841050392657,48.5046736451706,50.7242694508627,55.49922578598,54.0315869456278,52.7192128588663,52.7192128588663,52.7192128588663,52.7192128588663
270,"GMB","Gambia",58.9661901293473,58.9661901293473,58.9661901293473,58.9661901293473,58.9661901293473,57.9203310475092,52.0681675902153,50.8963843303454,50.4987128903084,47.3704388977607,44.9665860690881,32.3942129136723,33.3375455463652,30.6229927489404,35.0578131058089,36.833369159112,46.5077375760139,66.6100252870645,81.7569789742067,91.5364590672481,99.3722657597676,87.951265610033,78.853932193315,78.853932193315,78.853932193315,78.853932193315
268,"GEO","Georgia",81.7379005844966,81.7379005844966,81.7379005844966,81.7379005844966,81.7379005844966,82.1410668110533,96.897679867576,95.1370831009263,76.2711447393987,69.008837660813,71.932072584307,71.8173817491023,65.8337804327385,70.6004349568599,70.4008042118168,66.092719117027,72.3048130932474,64.881010500415,53.1234921245203,44.0554230289152,39.1443693312704,35.7628983004441,40.066229099513,40.066229099513,40.066229099513,40.066229099513
276,"DEU","Germany",100,100,100,100,100,100,100,100,100,100,100,100,100,100,98.2895564221482,95.7820273445597,97.5379182853519,97.3523355984015,94.3096232225486,83.3902144074193,79.1602811834705,81.2811732123266,82.4380595091225,82.4380595091225,82.4380595091225,82.4380595091225
