"code","iso","country","USD.ind.1995","USD.ind.1996","USD.ind.1997","USD.ind.1998","USD.ind.1999","USD.ind.2000","USD.ind.2001","USD.ind.2002","USD.ind.2003","USD.ind.2004","USD.ind.2005","USD.ind.2006","USD.ind.2007","USD.ind.2008","USD.ind.2009","USD.ind.2010","USD.ind.2011","USD.ind.2012","USD.ind.2013","USD.ind.2014","USD.ind.2015","USD.ind.2016","USD.ind.2017","USD.ind.2018","USD.ind.2019","USD.ind.2020"
156,"CHN","China",38.94468494174,38.94468494174,38.94468494174,38.94468494174,38.94468494174,38.94468494174,40.6015802042995,42.2584754668591,43.9153707294186,45.5722659919782,47.2291612545377,48.8860565170972,50.5429517796568,52.1998470422162,53.8567423047758,55.5136375673353,56.3572772489606,57.2009169305859,58.0445566122112,58.8881962938366,59.7318359754619,60.0674397075344,60.4030434396069,60.7386471716794,61.0742509037519,61.0742509037519
170,"COL","Colombia",42.5927917691435,42.5927917691435,42.5927917691435,42.5927917691435,42.5927917691435,42.5927917691435,44.0535733447015,45.5143549202594,46.9751364958173,48.4359180713753,49.8966996469333,51.3574812224913,52.8182627980492,54.2790443736071,55.7398259491651,57.200607524723,58.1987309410583,59.1968543573935,60.1949777737287,61.193101190064,62.1912246063992,62.803015634721,63.4148066630429,64.0265976913647,64.6383887196865,64.6383887196865
174,"COM","Comoros",0.555704180448714,0.555704180448714,0.555704180448714,0.555704180448714,0.555704180448714,0.555704180448714,1.61128358325591,2.66686298606315,3.72244238887038,4.77802179167759,5.83360119448481,6.88918059729191,7.94476000009912,9.00033940290635,10.0559188057136,11.1114982085208,11.305784335937,11.5000704633532,11.6943565907695,11.8886427181857,12.0829288456019,12.8045775954692,13.5262263453366,14.247875095204,14.9695238450713,14.9695238450713
184,"COK","Cook Islands",57.2379309940219,57.2379309940219,57.2379309940219,57.2379309940219,57.2379309940219,57.2379309940219,57.87259304588,58.507255097738,59.1419171495962,59.7765792014543,60.4112412533123,61.0459033051704,61.6805653570285,62.3152274088867,62.9498894607447,63.5845515126028,64.0238958134391,64.4632401142753,64.9025844151115,65.3419287159477,65.781273016784,66.0839294236438,66.3865858305036,66.6892422373634,66.9918986442232,66.9918986442232
188,"CRI","Costa Rica",59.5088210100208,59.5088210100208,59.5088210100208,59.5088210100208,59.5088210100208,59.5088210100208,61.2109507293862,62.9130804487518,64.6152101681173,66.3173398874827,68.0194696068483,69.7215993262138,71.4237290455793,73.1258587649447,74.8279884843103,76.5301182036757,77.2309057522349,77.9316933007941,78.6324808493532,79.3332683979124,80.0340559464716,80.6615269899771,81.2889980334824,81.9164690769877,82.5439401204932,82.5439401204932
384,"CIV","Cote d'Ivoire",5.46632417913636,5.46632417913636,5.46632417913636,5.46632417913636,5.46632417913636,5.46632417913636,6.13512609014953,6.80392800116269,7.47272991217586,8.14153182318903,8.81033373420219,9.47913564521535,10.1479375562285,10.8167394672417,11.4855413782548,12.154343289268,12.4796739134316,12.8050045375952,13.1303351617589,13.4556657859225,13.7809964100861,14.7681363963781,15.7552763826703,16.7424163689623,17.7295563552545,17.7295563552545
191,"HRV","Croatia",70.9267630088184,70.9267630088184,70.9267630088184,70.9267630088184,70.9267630088184,70.9267630088184,71.5858058074293,72.2448486060401,72.9038914046508,73.5629342032617,74.2219770018727,74.8810198004834,75.5400625990942,76.1991053977051,76.858148196316,77.5171909949268,77.8637715454737,78.2103520960207,78.5569326465676,78.9035131971145,79.2500937476615,79.6253741767926,80.0006546059238,80.3759350350549,80.7512154641861,80.7512154641861
192,"CUB","Cuba",47.6363006244979,47.6363006244979,47.6363006244979,47.6363006244979,47.6363006244979,47.6363006244979,48.0661577539967,48.4960148834953,48.9258720129941,49.3557291424928,49.7855862719916,50.2154434014904,50.645300530989,51.0751576604878,51.5050147899865,51.9348719194853,52.2809182868202,52.6269646541552,52.9730110214901,53.3190573888251,53.66510375616,54.0388010416868,54.4124983272136,54.7861956127404,55.1598928982672,55.1598928982672
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",86.3882124382799,86.3882124382799,86.3882124382799,86.3882124382799,86.3882124382799,86.3882124382799,87.2706842249619,88.1531560116437,89.0356277983256,89.9180995850075,90.8005713716893,91.6830431583712,92.5655149450532,93.447986731735,94.3304585184169,95.2129303050988,95.415662452556,95.6183946000132,95.8211267474704,96.0238588949276,96.2265910423848,96.5419580299242,96.8573250174636,97.172692005003,97.4880589925424,97.4880589925424
203,"CZE","Czech Republic",90.6132811781528,90.6132811781528,90.6132811781528,90.6132811781528,90.6132811781528,90.6132811781528,90.7549021594773,90.8965231408019,91.0381441221264,91.1797651034511,91.3213860847756,91.4630070661,91.6046280474247,91.7462490287492,91.8878700100738,92.0294909913983,91.9131964391982,91.7969018869982,91.680607334798,91.564312782598,91.4480182303979,91.9694166804483,92.4908151304985,93.0122135805489,93.5336120305992,93.5336120305992
180,"COD","Dem. Rep. Congo",0,0,0,0,0,0,0.26986227026083,0.672073126869861,1.07428398347889,1.47649484008795,1.878705696697,2.280916553306,2.68312740991506,3.08533826652409,3.48754912313314,3.88975997974218,4.88166214125272,5.87356430276326,6.86546646427392,7.85736862578446,8.849270787295,10.103333968066,11.3573971488368,12.6114603296077,13.8655235103786,13.8655235103786
208,"DNK","Denmark",95.2262979922599,95.2262979922599,95.2262979922599,95.2262979922599,95.2262979922599,95.2262979922599,95.3635060282895,95.5007140643191,95.6379221003487,95.7751301363783,95.9123381724079,96.0495462084375,96.1867542444671,96.3239622804967,96.4611703165263,96.5983783525559,96.9719613175629,97.3455442825699,97.7191272475769,98.0927102125839,98.4662931775909,98.8497198831932,99.2331465887954,99.6165732943977,100,100
262,"DJI","Djibouti",4.55923470022512,4.55923470022512,4.55923470022512,4.55923470022512,4.55923470022512,4.55923470022512,5.42708139999988,6.29492809977478,7.16277479954954,8.03062149932443,8.89846819909918,9.76631489887407,10.6341615986488,11.5020082984237,12.3698549981985,13.2377016979734,13.9192668399716,14.6008319819698,15.2823971239679,15.9639622659661,16.6455274079644,17.1349703116274,17.6244132152906,18.1138561189537,18.603299022617,18.603299022617
212,"DMA","Dominica",46.1406120078137,46.1406120078137,46.1406120078137,46.1406120078137,46.1406120078137,46.1406120078137,46.6977339203658,47.254855832918,47.8119777454702,48.3690996580223,48.9262215705745,49.4833434831266,50.0404653956787,50.5975873082309,51.1547092207831,51.7118311333352,52.121934474666,52.5320378159968,52.9421411573275,53.3522444986584,53.7623478399891,53.747009285174,53.7316707303588,53.7163321755435,53.7009936207283,53.7009936207283
214,"DOM","Dominican Republic",24.4742659009865,24.4742659009865,24.4742659009865,24.4742659009865,24.4742659009865,24.4742659009865,26.0096280290914,27.5449901571962,29.0803522853011,30.6157144134058,32.1510765415107,33.6864386696156,35.2218007977204,36.7571629258253,38.29252505393,39.8278871820349,40.2387078622671,40.6495285424993,41.0603492227314,41.4711699029636,41.8819905831958,42.59081157498,43.2996325667641,44.0084535585483,44.7172745503325,44.7172745503325
218,"ECU","Ecuador",35.1561873724697,35.1561873724697,35.1561873724697,35.1561873724697,35.1561873724697,35.1561873724697,36.378514894548,37.6008424166265,38.8231699387048,40.0454974607832,41.2678249828615,42.49015250494,43.7124800270184,44.9348075490967,46.1571350711752,47.3794625932535,48.5991249870292,49.8187873808047,51.0384497745803,52.2581121683558,53.4777745621314,54.021294060972,54.5648135598127,55.1083330586533,55.6518525574939,55.6518525574939
818,"EGY","Egypt",19.3834551409652,19.3834551409652,19.3834551409652,19.3834551409652,19.3834551409652,19.3834551409652,19.9978256031458,20.6121960653263,21.226566527507,21.8409369896875,22.4553074518681,23.0696779140486,23.6840483762292,24.2984188384099,24.9127893005904,25.5271597627709,26.5076807146739,27.4882016665768,28.4687226184796,29.4492435703825,30.4297645222854,32.0018234388495,33.5738823554136,35.1459412719775,36.7180001885416,36.7180001885416
222,"SLV","El Salvador",25.7554898401225,25.7554898401225,25.7554898401225,25.7554898401225,25.7554898401225,25.7554898401225,27.0763457335531,28.3972016269835,29.7180575204141,31.0389134138447,32.3597693072753,33.6806252007058,35.0014810941364,36.322336987567,37.6431928809975,38.9640487744281,39.4622617708866,39.9604747673453,40.4586877638038,40.9569007602625,41.455113756721,41.8653525097373,42.2755912627535,42.6858300157699,43.0960687687862,43.0960687687862
226,"GNQ","Equatorial Guinea",4.68089401154607,4.68089401154607,4.68089401154607,4.68089401154607,4.68089401154607,4.68089401154607,6.88163869219925,9.08238337285242,11.2831280535056,13.4838727341588,15.6846174148119,17.885362095465,20.0861067761182,22.2868514567714,24.4875961374245,26.6883408180777,28.4103807991538,30.1324207802298,31.8544607613057,33.5765007423818,35.2985407234578,36.1203173812239,36.9420940389899,37.763870696756,38.585647354522,38.585647354522
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,0,0.268467418143871,0.599231452015999,0.929995485888128,1.26075951976027,1.5915235536324,1.92228758750454,2.36104685819765,2.79980612889074,3.23856539958398,3.67732467027707,4.11608394097019,4.663417219656,5.21075049834194,5.75808377702788,6.3054170557137,6.3054170557137
233,"EST","Estonia",61.1932468163704,61.1932468163704,61.1932468163704,61.1932468163704,61.1932468163704,61.1932468163704,61.4627014516349,61.7321560868992,62.0016107221637,62.2710653574281,62.5405199926926,62.8099746279569,63.0794292632214,63.3488838984858,63.6183385337502,63.8877931690146,64.1948580408108,64.5019229126069,64.808987784403,65.1160526561992,65.4231175279953,65.6034612209289,65.7838049138627,65.9641486067963,66.14449229973,66.14449229973
748,"SWZ","Eswatini",5.57580114514957,5.57580114514957,5.57580114514957,5.57580114514957,5.57580114514957,5.57580114514957,5.7581393756782,5.9404776062067,6.12281583673533,6.30515406726383,6.48749229779246,6.66983052832109,6.8521687588496,7.03450698937822,7.21684521990672,7.39918345043534,8.16512476158427,8.93106607273306,9.697007383882,10.4629486950308,11.2288900061797,11.7272037498444,12.2255174935091,12.7238312371738,13.2221449808384,13.2221449808384
231,"ETH","Ethiopia",0,0,0,0,0,0,0,0,0,0.486085878467563,1.3715804393331,2.25707500019864,3.14256956106418,4.02806412192967,4.91355868279521,5.79905324366075,6.28725828195934,6.77546332025793,7.26366835855666,7.75187339685523,8.24007843515385,8.82238690423007,9.40469537330631,9.98700384238242,10.5693123114587,10.5693123114587
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",32.0666456241565,32.0666456241565,32.0666456241565,32.0666456241565,32.0666456241565,32.0666456241565,32.2868619330787,32.5070782420009,32.7272945509232,32.9475108598454,33.1677271687676,33.3879434776898,33.608159786612,33.8283760955343,34.0485924044565,34.2688087133787,34.716929071224,35.1650494290693,35.6131697869148,36.0612901447601,36.5094105026054,37.0784409164307,37.6474713302562,38.2165017440816,38.785532157907,38.785532157907
