"code","iso","country","WTL.ind.1995","WTL.ind.1996","WTL.ind.1997","WTL.ind.1998","WTL.ind.1999","WTL.ind.2000","WTL.ind.2001","WTL.ind.2002","WTL.ind.2003","WTL.ind.2004","WTL.ind.2005","WTL.ind.2006","WTL.ind.2007","WTL.ind.2008","WTL.ind.2009","WTL.ind.2010","WTL.ind.2011","WTL.ind.2012","WTL.ind.2013","WTL.ind.2014","WTL.ind.2015","WTL.ind.2016","WTL.ind.2017","WTL.ind.2018","WTL.ind.2019","WTL.ind.2020"
36,"AUS","Australia",53.7729233527389,53.7729233527389,53.7729233527389,51.7075110465918,47.6231084785832,49.166491531819,49.0932843623608,51.4328539409718,53.1739631518118,59.5803336433444,66.7913343927408,75.5079858041882,73.5239688205605,71.9420812559222,71.2006939356437,70.0545002668337,67.2248353546753,68.5993355838161,70.0369832044146,70.3471061998148,72.9044954234386,72.9044954234386,72.9044954234386,72.9044954234386,72.9044954234386,72.9044954234386
40,"AUT","Austria",35.1554260296474,35.1554260296474,35.1554260296474,33.9164881787803,32.4340187258471,40.4764441451468,47.3506299266254,51.3534217488581,54.9670555728826,54.9670555728826,54.9670555728826,54.9670555728826,38.0725099371321,28.0496164172128,27.0990695301163,27.0990695301163,27.0990695301163,31.7534758160284,48.5488707023045,57.255722845742,57.255722845742,57.255722845742,57.255722845742,57.255722845742,57.255722845742,57.255722845742
31,"AZE","Azerbaijan",51.9872232132266,51.9872232132266,51.9872232132266,51.9872232132266,51.9872232132266,46.8908362766527,30.543058308799,33.0689209598193,33.0689209598193,33.0689209598193,34.5513510337029,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
44,"BHS","Bahamas",39.9940977571008,39.9940977571008,39.9940977571008,38.065649242296,31.283949652795,25.4081573985513,21.6641568418828,22.5254165111096,22.408840237375,23.5342403141767,30.9747243045985,38.8494641833131,38.0210272203444,35.6895818100977,34.3895141436108,34.2401748689374,36.9539641391419,38.1104299414434,43.9741789019128,67.9691200563726,76.128135917937,76.128135917937,76.128135917937,76.128135917937,76.128135917937,76.128135917937
48,"BHR","Bahrain",100,100,100,100,100,100,2.01797177451607,2.01797177451607,2.01797177451607,2.01797177451607,2.01797177451607,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
50,"BGD","Bangladesh",54.1741983155639,54.1741983155639,54.1741983155639,49.0796325849298,41.3305717534499,35.2601502781864,37.0969363244738,37.8373746498866,36.7424281300856,37.0969363244738,45.4625920767958,45.4625920767958,45.4625920767958,51.6533980249608,67.9406230450153,67.9406230450153,54.1741983155639,53.4951371023831,51.6533980249608,44.4559404503059,44.4559404503059,44.4559404503059,44.4559404503059,44.4559404503059,44.4559404503059,44.4559404503059
52,"BRB","Barbados",21.1550549182948,21.1550549182948,21.1550549182948,21.1550549182948,21.1550549182948,16.0498991516957,21.1550549182948,9.61778220805135,9.61778220805135,12.427559760526,12.427559760526,3.69944265133378,3.69944265133378,0.889540697514505,0,0,0.889540697514505,3.69944265133378,5.3809024205094,9.61778220805135,9.61778220805135,9.61778220805135,9.61778220805135,9.61778220805135,9.61778220805135,9.61778220805135
112,"BLR","Belarus",62.9885559098675,62.9885559098675,62.9885559098675,62.9885559098675,62.9885559098675,64.3076922292057,61.7945934672928,53.6815764248359,50.9983913468563,49.1998839583189,45.5828982836389,40.6941390738938,39.0942874542273,33.4404424314347,31.759718771184,33.0858724730301,35.8072016557491,39.0942874542273,50.9983913468563,53.6815764248359,54.9384525610879,54.9384525610879,54.9384525610879,54.9384525610879,54.9384525610879,54.9384525610879
56,"BEL","Belgium",36.4787498032783,36.4787498032783,36.4787498032783,38.5238535099993,38.5238535099993,40.9667251558018,27.754211540866,22.6496270661764,21.2603167423384,21.2603167423384,21.2603167423384,26.554361118088,36.4787498032783,41.8990372612736,45.1990913771255,51.6206837451602,56.7126977066714,56.7126977066714,60.3214961380504,53.9110521531554,53.9110521531554,53.9110521531554,53.9110521531554,53.9110521531554,53.9110521531554,53.9110521531554
84,"BLZ","Belize",7.83271919649472,7.83271919649472,7.83271919649472,7.66865107002062,7.62796587301969,44.9375350368718,31.9261404908074,31.6494893398537,27.6906484024223,27.4923961006178,27.4923961006178,32.4983718409257,26.5454126277064,29.1733568717783,29.8664534250701,30.1062300498616,29.4001767611864,37.4558165338282,41.517014538673,40.931761923807,44.1750620668627,44.1750620668627,44.1750620668627,44.1750620668627,44.1750620668627,44.1750620668627
204,"BEN","Benin",39.9993815870276,39.9993815870276,39.9993815870276,39.9993815870276,29.7935851802007,34.8971003963039,31.2761986811984,28.4672838586085,28.4672838586085,37.1915774254105,39.9993815870276,48.7170155950807,100,100,100,57.4235737947374,57.4235737947374,57.4235737947374,57.4235737947374,57.4235737947374,100,100,100,100,100,100
60,"BMU","Bermuda",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
64,"BTN","Bhutan",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
68,"BOL","Bolivia",54.4680885701108,54.4680885701108,54.4680885701108,48.5540749044481,42.3039814705425,43.4011669995037,41.0363397980085,40.5125263547639,39.7880681586639,39.8091460194291,38.4344139649753,37.7969464473277,35.0666089464761,33.3470243630951,33.8456450547785,31.4064970634091,31.1432946108506,33.0352203639843,34.9841623762207,36.5739980638645,43.5503579957774,43.5503579957774,43.5503579957774,43.5503579957774,43.5503579957774,43.5503579957774
70,"BIH","Bosnia and Herzegovina",32.6111753866844,32.6111753866844,32.6111753866844,32.6111753866844,31.1286309459339,31.8480985346791,47.2450408953569,47.2450408953569,47.2450408953569,47.2450408953569,53.6646605947537,58.7542140751351,53.6646605947537,39.8518785675284,43.0135212721191,43.0135212721191,43.0135212721191,44.9523745130025,100,43.0135212721191,43.0135212721191,43.0135212721191,43.0135212721191,43.0135212721191,43.0135212721191,43.0135212721191
72,"BWA","Botswana",92.4946797197775,92.4946797197775,92.4946797197775,86.9376831350786,82.768469473783,79.6415991346225,78.215213904191,78.215213904191,77.9924347724442,74.8781967775546,75.9578196540031,70.0645829214384,67.9072011274354,62.0641034467423,53.4930483512838,46.1301283969685,33.4170507754374,31.1961108661436,31.5613018730379,31.9260094251488,34.0208823134097,34.0208823134097,34.0208823134097,34.0208823134097,34.0208823134097,34.0208823134097
76,"BRA","Brazil",45.1406630486898,45.1406630486898,45.1406630486898,37.667274235451,34.0257339036868,34.1532330032299,34.3232416922952,34.2192756920153,37.8314002975751,41.3840472270637,42.6939593621184,47.126288333578,47.171105019023,47.6329255713746,45.5543307969979,43.1749846436712,42.2041260775489,43.0117859971433,43.6258938035844,44.7846492459366,49.6203051122986,49.6203051122986,49.6203051122986,49.6203051122986,49.6203051122986,49.6203051122986
92,"VGB","British Virgin Islands",19.3092300134968,19.3092300134968,19.3092300134968,19.3092300134968,19.3092300134968,58.1894039499315,26.9404524095516,26.9404524095516,26.9404524095516,26.9404524095516,28.0358206791452,100,100,100,100,100,58.1894039499315,58.1894039499315,44.3861202479198,44.3861202479198,44.3861202479198,44.3861202479198,44.3861202479198,44.3861202479198,44.3861202479198,44.3861202479198
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",100,100,100,100,33.0200577356685,31.1926565263612,31.1926565263612,28.1812335736742,28.1812335736742,36.1269570700997,37.1762637338473,37.1762637338473,43.4221416067707,43.4221416067707,52.136309203339,59.1616739532326,52.136309203339,54.0726611978383,39.5803358028015,38.9349413629273,38.9349413629273,38.9349413629273,38.9349413629273,38.9349413629273,38.9349413629273,38.9349413629273
854,"BFA","Burkina Faso",78.614634513107,78.614634513107,78.614634513107,87.1071254569103,73.588394119832,64.9399078604914,61.337297182059,63.0102089887292,63.0102089887292,67.2197750311171,78.614634513107,63.0102089887292,63.0102089887292,78.614634513107,78.614634513107,73.588394119832,87.1071254569103,70.0057025667372,61.337297182059,43.5382148093618,43.925259661802,43.925259661802,43.925259661802,43.925259661802,43.925259661802,43.925259661802
108,"BDI","Burundi",100,100,100,63.3129841234299,46.4438588134748,45.9086817466496,41.1630337728637,39.8015598495866,40.8086189849319,48.2010884070771,45.3953246286628,50.2439145374138,52.6835341466662,51.0057885667427,51.0057885667427,54.6196706286594,40.4639064096415,38.2837455025256,38.5730249430326,38.5730249430326,39.1723167073885,39.1723167073885,39.1723167073885,39.1723167073885,39.1723167073885,39.1723167073885
132,"CPV","Cabo Verde",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
116,"KHM","Cambodia",88.4432733092443,88.4432733092443,88.4432733092443,84.9513183087363,77.3868886331504,69.8219799735304,62.6169745744803,62.4116174476865,60.6115539588112,60.5235815555301,64.7556022551982,74.1588397057257,75.8164953469739,84.355705207418,95.9118993432658,83.7869954445274,83.2428632912015,83.2428632912015,84.355705207418,77.0567518883427,80.8273592238245,80.8273592238245,80.8273592238245,80.8273592238245,80.8273592238245,80.8273592238245
120,"CMR","Cameroon",56.8209745623795,56.8209745623795,56.8209745623795,55.0127691334973,48.5640138514106,49.6161133657996,48.9365047692148,46.0743962197256,38.6637215118506,35.085347262191,33.0824406419681,34.4413648369373,35.085347262191,39.7092353298452,46.931180347162,52.3952780814546,49.5167519076434,48.74888210242,46.0743962197256,35.0539230321176,35.7640452550913,35.7640452550913,35.7640452550913,35.7640452550913,35.7640452550913,35.7640452550913
124,"CAN","Canada",25.1754695325813,25.1754695325813,25.1754695325813,20.9438285926002,17.6208916868571,13.3065534802246,7.36017204895845,5.81417423205509,5.10613106348039,4.29227744564832,6.88763122480447,12.3568247327933,14.9974850126754,17.6882776745152,22.690219695143,26.4146690344925,30.3402714124856,35.4277125727418,43.7199774347433,58.3199895507081,61.6820237314846,61.6820237314846,61.6820237314846,61.6820237314846,61.6820237314846,61.6820237314846
136,"CYM","Cayman Islands",33.8896998136353,33.8896998136353,33.8896998136353,33.8896998136353,33.8896998136353,33.8896998136353,42.6116015528496,33.8896998136353,42.6116015528496,42.6116015528496,28.7859946937678,25.1643807602974,22.3550385254393,14.9543110510692,12.427559760526,12.427559760526,13.6276677468964,13.6276677468964,13.6276677468964,13.6276677468964,14.9543110510692,14.9543110510692,14.9543110510692,14.9543110510692,14.9543110510692,14.9543110510692
140,"CAF","Central African Republic",58.7542140751351,58.7542140751351,58.7542140751351,41.3337370719559,32.9298417963711,31.4115047335331,23.2712631777127,23.2712631777127,25.7477781568699,28.8335877172694,28.1529650657227,30.0566948353569,29.8023848776889,28.3757767820094,28.8335877172694,30.3162465425551,43.3781435520037,41.3337370719559,45.8200195113051,38.5261813291049,42.6591600659292,42.6591600659292,42.6591600659292,42.6591600659292,42.6591600659292,42.6591600659292
148,"TCD","Chad",72.2168447385307,72.2168447385307,72.2168447385307,68.8343402187967,64.0575747741027,63.8895407617947,64.4877391231868,67.3221312160627,70.2730401744452,74.7120272163268,72.2168447385307,73.4027367933526,71.4333288088379,65.5843608916034,66.2711274070389,67.5432834392544,71.1330811808169,70.8398258446723,66.9975187672803,56.802619471384,57.0425945418228,57.0425945418228,57.0425945418228,57.0425945418228,57.0425945418228,57.0425945418228
152,"CHL","Chile",48.0177191699864,48.0177191699864,48.0177191699864,43.5706196918019,41.4417694349219,46.3546829176377,11.5478562102828,5.84627098233999,0,0,0,0,0,0,9.217064557437,13.9690690075466,16.980137792813,17.828792846214,29.0792344986337,36.4661631293238,41.9020727285396,41.9020727285396,41.9020727285396,41.9020727285396,41.9020727285396,41.9020727285396
156,"CHN","China",61.9481104164472,61.9481104164472,61.9481104164472,60.9461707797107,57.4591929230946,59.0942439818243,56.6511999421793,54.005140528528,51.9739391288801,51.634426273451,50.9941645052337,52.3020651392413,53.4316719167095,49.3299987658776,47.9727522469988,46.4787551814212,45.4129632052835,44.3933640802198,44.6585458368557,42.1698443226727,43.7345515026653,43.7345515026653,43.7345515026653,43.7345515026653,43.7345515026653,43.7345515026653
170,"COL","Colombia",48.5386174864498,48.5386174864498,48.5386174864498,47.2498504905317,44.1009837879437,49.3184227321302,49.2111413884517,49.5577089813261,50.3508127146314,52.9190687814428,54.3554923678268,50.6266829223564,50.0427595630813,49.6679969478847,50.6745877720602,52.8238292696365,61.1856369211738,62.7329820998634,64.0268409886835,63.4181974799488,66.6066274592585,66.6066274592585,66.6066274592585,66.6066274592585,66.6066274592585,66.6066274592585
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",44.0931237924921,44.0931237924921,44.0931237924921,44.0931237924921,44.0931237924921,38.9922657257529,25.8839702385535,24.4836972107432,22.6379749518674,16.0923654556996,12.5553949529013,13.9106352675551,14.7998134379094,15.110727705111,19.6016429442954,22.6379749518674,25.8839702385535,25.8839702385535,25.8839702385535,25.8839702385535,33.8896998136353,33.8896998136353,33.8896998136353,33.8896998136353,33.8896998136353,33.8896998136353
384,"CIV","Cote d'Ivoire",0,0,0,0,0,0,0,2.12386472164513,3.92106542794357,19.152850463872,27.2938382252454,32.2838890687644,30.392239100639,40.0257492956093,43.6447928021864,43.6447928021864,42.8329926368999,48.7433600370351,63.8530766754251,55.1613178724603,55.1613178724603,55.1613178724603,55.1613178724603,55.1613178724603,55.1613178724603,55.1613178724603
191,"HRV","Croatia",44.9820009707152,44.9820009707152,44.9820009707152,35.604765239052,29.4774228729002,30.8620939131916,30.8620939131916,31.9307483610828,37.9418849832553,50.536795698995,53.6942483242707,60.7167415691283,52.8276250525371,48.5992553740274,52.0168206152969,52.0168206152969,49.8572822982161,56.7221936530631,60.7167415691283,56.7221936530631,55.6299612892899,55.6299612892899,55.6299612892899,55.6299612892899,55.6299612892899,55.6299612892899
192,"CUB","Cuba",43.789006562725,43.789006562725,43.789006562725,40.745045254107,31.5792073325079,30.0603848011915,26.6210821068563,26.117449171544,24.1516064089167,26.7563833871885,29.3569615332887,33.4531409081632,30.3038704117331,29.8847739951824,20.6839421262657,20.860788631402,21.4391229368625,23.5622714323589,26.3069419878954,55.2101571447213,55.2101571447213,55.2101571447213,55.2101571447213,55.2101571447213,55.2101571447213,55.2101571447213
531,"CUW","Curacao",36.7740549870983,36.7740549870983,36.7740549870983,33.1534510251335,36.7740549870983,36.7740549870983,36.7740549870983,41.8757409553365,41.8757409553365,41.8757409553365,50.591591563051,50.591591563051,33.1534510251335,26.1090254707062,22.9450651883258,18.3152230624372,13.5369719514881,12.8911081105065,12.2767594904382,12.8911081105065,14.9374663806972,14.9374663806972,14.9374663806972,14.9374663806972,14.9374663806972,14.9374663806972
196,"CYP","Cyprus",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,38.800159240017,38.800159240017,38.800159240017,38.800159240017,38.800159240017,38.800159240017
203,"CZE","Czech Republic",48.2087191162031,48.2087191162031,48.2087191162031,48.2087191162031,39.490645603158,39.490645603158,37.550964568258,39.490645603158,39.490645603158,46.2705600847846,56.9161540512937,70.6660200142527,70.6660200142527,70.6660200142527,70.6660200142527,70.6660200142527,41.7844704691526,29.2846046982733,27.5455023121834,26.7584396243555,26.7584396243555,26.7584396243555,26.7584396243555,26.7584396243555,26.7584396243555,26.7584396243555
180,"COD","Dem. Rep. Congo",53.7760507426149,53.7760507426149,53.7760507426149,50.6013015200974,45.0035443989001,46.0277125223879,43.6038378623727,43.1431042772292,43.97986957576,45.9625568143541,48.6576295083457,52.8960173157416,53.4922226619408,52.7652092623412,53.6957317642351,52.5121544482692,52.6956884691568,54.8532089353529,55.2318730985933,50.0088254131396,51.4847830405419,51.4847830405419,51.4847830405419,51.4847830405419,51.4847830405419,51.4847830405419
208,"DNK","Denmark",58.3584900868527,58.3584900868527,58.3584900868527,55.5580150787801,48.4080565408005,48.891609423626,46.6405621710474,47.7158543362391,48.891609423626,55.1463287952116,55.5580150787801,61.2878240267406,61.2878240267406,59.4498772794462,61.9653413075446,64.2485921887598,66.038929107525,69.3165305273388,75.6735605977806,59.4498772794462,60.6449046843708,60.6449046843708,60.6449046843708,60.6449046843708,60.6449046843708,60.6449046843708
262,"DJI","Djibouti",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",45.6384482209907,45.6384482209907,45.6384482209907,42.9271949519491,38.9425255018921,39.5494560003521,35.3834826842981,34.0627136199269,32.7389778115281,31.7364033600793,32.7602930772352,34.3015425819793,33.8283299575927,31.3681595018749,31.7955442557514,32.1563438023826,32.7602930772352,34.086393717754,38.9077185444146,42.3659480322659,43.0232170750946,43.0232170750946,43.0232170750946,43.0232170750946,43.0232170750946,43.0232170750946
218,"ECU","Ecuador",53.7379915542173,53.7379915542173,53.7379915542173,52.5014460291162,47.4054592973553,49.541278335362,42.7506896368975,38.173059208199,34.3034765857585,33.4104719535371,30.1612315621279,31.2021222991099,32.0628003769562,31.9471454736521,31.5691250459157,34.3498332788183,34.4430617686075,34.6791980530707,36.9166292383175,33.239226191336,34.3963612496471,34.3963612496471,34.3963612496471,34.3963612496471,34.3963612496471,34.3963612496471
818,"EGY","Egypt",39.4066688244201,39.4066688244201,39.4066688244201,37.4464661123797,36.3319907946499,46.2896211983508,50.9056516343481,52.5615303945863,59.3553281790667,65.1370521129753,68.3010903256303,67.9003257218619,64.6706891285558,62.6971800533771,63.4130081183515,61.9787163106878,58.3924645808843,56.4757778730325,54.8126496636522,50.322580365186,50.6190725195886,50.6190725195886,50.6190725195886,50.6190725195886,50.6190725195886,50.6190725195886
222,"SLV","El Salvador",29.881306449649,29.881306449649,29.881306449649,29.881306449649,23.4505160714256,18.3455261353302,14.7232696684227,13.523172990321,11.4196849485925,14.1089306738556,18.3455261353302,16.7695922685218,17.5329228306128,23.4505160714256,26.2597961291094,21.1550549182948,29.881306449649,29.881306449649,29.881306449649,29.881306449649,38.6050718333088,38.6050718333088,38.6050718333088,38.6050718333088,38.6050718333088,38.6050718333088
226,"GNQ","Equatorial Guinea",100,100,100,100,100,100,100,31.9335686734533,28.3122785105725,25.5031305702085,19.5857355373404,18.1027485678081,21.266970408381,21.266970408381,21.266970408381,25.5031305702085,21.266970408381,23.2077575047614,21.266970408381,19.5857355373404,21.266970408381,21.266970408381,21.266970408381,21.266970408381,21.266970408381,21.266970408381
232,"ERI","Eritrea",84.1801385651432,84.1801385651432,84.1801385651432,84.1801385651432,84.1801385651432,75.6382851086944,75.6382851086944,84.1801385651432,84.1801385651432,84.1801385651432,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
233,"EST","Estonia",80.6580679500669,80.6580679500669,80.6580679500669,77.6813855909778,77.6813855909778,92.9155293987006,64.6058388387818,60.6169804721334,57.4143007429984,56.8949361728333,55.454187955714,62.0646318297053,63.4127358709329,60.3910950515612,53.8913845024529,55.3038241466216,55.454187955714,56.7264679927963,62.5866860124359,77.6813855909778,77.6813855909778,77.6813855909778,77.6813855909778,77.6813855909778,77.6813855909778,77.6813855909778
748,"SWZ","Eswatini",100,100,100,100,100,100,100,100,65.4342840598031,65.4342840598031,65.4342840598031,65.4342840598031,65.4342840598031,65.4342840598031,7.90850974662257,7.90850974662257,7.03109535516622,6.09791831876797,5.98598727553679,29.8349419659834,29.8349419659834,29.8349419659834,29.8349419659834,29.8349419659834,29.8349419659834,29.8349419659834
231,"ETH","Ethiopia",49.4227345670983,49.4227345670983,49.4227345670983,49.0236598845698,44.1900604683311,46.5365419502948,47.3695356522173,43.3490638216171,40.756573903023,40.1597164404974,44.3245786369657,43.0399920193645,47.0296979976123,50.0461104683308,64.5970511915669,62.715497986666,66.8099686748444,67.2197750311171,68.5358540989127,58.7502020316419,60.3339797273817,60.3339797273817,60.3339797273817,60.3339797273817,60.3339797273817,60.3339797273817
234,"FRO","Faeroe Islands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",28.7878373272463,28.7878373272463,28.7878373272463,27.3803573341117,17.8828672969857,18.2350565761568,14.2966474603362,12.9581974190059,12.0601472737219,12.8806400154932,14.7646702665613,19.3243531022443,18.7746284075741,18.0186868684333,21.1467830932474,21.404775310195,22.1838046398457,26.2671326159614,31.7722781008286,33.6662633686606,34.9869356097953,34.9869356097953,34.9869356097953,34.9869356097953,34.9869356097953,34.9869356097953
250,"FRA","France",53.378870485395,53.378870485395,53.378870485395,54.0400706715034,50.5109923959281,49.2124362047363,48.2478402636786,46.208035793264,42.4538359375183,41.7097701125177,42.5443353145413,42.3192947657931,43.784141398971,47.6208494308927,50.9458753052864,51.2142013435087,51.8634668204777,50.6831476000342,48.6101480326499,44.7741705388263,45.0481791620504,45.0481791620504,45.0481791620504,45.0481791620504,45.0481791620504,45.0481791620504
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",3.86303167276013,3.86303167276013,3.86303167276013,1.01242479040836,0.667067626896838,1.1128632423045,5.57364666301639,16.3026442389657,30.8708231605092,30.0919547408756,31.41818803244,31.990430142549,43.6674903611726,42.2684011219773,57.847103331539,50.3392409853192,41.6231345450386,41.3124910027052,41.6231345450386,41.9416353151294,45.2416763024717,45.2416763024717,45.2416763024717,45.2416763024717,45.2416763024717,45.2416763024717
270,"GMB","Gambia",100,100,100,100,100,100,100,100,100,27.9989579343164,26.6725909933888,26.6725909933888,26.6725909933888,26.0583645207626,36.7234137668074,33.1028011750108,33.1028011750108,33.1028011750108,34.1979434247597,44.1185072829682,55.6341805678841,55.6341805678841,55.6341805678841,55.6341805678841,55.6341805678841,55.6341805678841
268,"GEO","Georgia",64.0695887818363,64.0695887818363,64.0695887818363,64.0695887818363,58.9886729494889,55.3784722447529,52.5759839086721,52.5759839086721,50.2850530533235,52.5759839086721,64.0695887818363,72.7234182377397,64.0695887818363,58.9886729494889,58.9886729494889,55.3784722447529,55.3784722447529,58.9886729494889,72.7234182377397,40.5618899277127,41.5688923435216,41.5688923435216,41.5688923435216,41.5688923435216,41.5688923435216,41.5688923435216
276,"DEU","Germany",57.6464411835857,57.6464411835857,57.6464411835857,56.641941480718,46.4531345009325,46.561068909344,44.9361851237984,44.3771230557463,43.0792755111859,47.8137387436792,48.9402793885905,52.3822176296327,54.8454409036856,52.7312065347022,56.641941480718,54.4336867866367,51.8762245423733,49.612615948411,50.7691042160766,39.0953357563446,40.2228441121536,40.2228441121536,40.2228441121536,40.2228441121536,40.2228441121536,40.2228441121536
288,"GHA","Ghana",17.3916214101565,17.3916214101565,17.3916214101565,12.9833490952836,0,0,0,0,0,18.6228643611853,35.0467102315182,37.326286147693,34.3937083261113,34.8986443451938,41.4002721924314,42.0325748355781,39.3555488917492,28.0346976484764,17.1376140236039,16.9947346398389,16.9947346398389,16.9947346398389,16.9947346398389,16.9947346398389,16.9947346398389,16.9947346398389
300,"GRC","Greece",72.9768286445655,72.9768286445655,72.9768286445655,64.3245265161243,53.6984694438378,45.9181927561989,44.5448950958606,44.1185072829682,42.5441522002559,43.3067426753463,44.5448950958606,42.5441522002559,43.3067426753463,43.3067426753463,46.4113845874358,43.3067426753463,44.9862276228525,44.1185072829682,46.9246820016624,39.0176595632741,44.1185072829682,44.1185072829682,44.1185072829682,44.1185072829682,44.1185072829682,44.1185072829682
