"code","iso","country","PBD.ind.1995","PBD.ind.1996","PBD.ind.1997","PBD.ind.1998","PBD.ind.1999","PBD.ind.2000","PBD.ind.2001","PBD.ind.2002","PBD.ind.2003","PBD.ind.2004","PBD.ind.2005","PBD.ind.2006","PBD.ind.2007","PBD.ind.2008","PBD.ind.2009","PBD.ind.2010","PBD.ind.2011","PBD.ind.2012","PBD.ind.2013","PBD.ind.2014","PBD.ind.2015","PBD.ind.2016","PBD.ind.2017","PBD.ind.2018","PBD.ind.2019","PBD.ind.2020"
44,"BHS","Bahamas",57.1653005043454,57.1653005043454,57.1653005043454,57.1653005043454,57.1653005043454,57.1653005043454,57.6353798938007,58.105459283256,58.575538672711,59.0456180621663,59.5156974516216,59.9857768410768,60.4558562305321,60.9259356199872,61.3960150094424,61.8660943988977,62.4858514239379,63.1056084489781,63.7253654740186,64.3451224990588,64.964879524099,65.4924992043545,66.0201188846102,66.5477385648658,67.0753582451214,67.0753582451214
48,"BHR","Bahrain",40.4846346488116,40.4846346488116,40.4846346488116,40.4846346488116,40.4846346488116,40.4846346488116,41.4090639601225,42.3334932714335,43.2579225827442,44.1823518940552,45.1067812053661,46.0312105166771,46.9556398279881,47.8800691392988,48.8044984506098,49.7289277619207,51.2181745582801,52.7074213546392,54.1966681509985,55.6859149473577,57.175161743717,57.5617341997011,57.9483066556852,58.3348791116695,58.7214515676536,58.7214515676536
50,"BGD","Bangladesh",13.7466782529736,13.7466782529736,13.7466782529736,13.7466782529736,13.7466782529736,13.7466782529736,13.8185204453414,13.8903626377092,13.9622048300771,14.0340470224449,14.1058892148125,14.1777314071803,14.2495735995481,14.3214157919159,14.3932579842837,14.4651001766516,15.7610583989772,17.0570166213032,18.3529748436289,19.6489330659548,20.9448912882805,21.5169371255717,22.0889829628629,22.6610288001539,23.2330746374451,23.2330746374451
52,"BRB","Barbados",59.4984296524596,59.4984296524596,59.4984296524596,59.4984296524596,59.4984296524596,59.4984296524596,60.2333772136597,60.9683247748596,61.7032723360597,62.4382198972595,63.1731674584596,63.9081150196597,64.6430625808595,65.3780101420596,66.1129577032594,66.8479052644595,67.3429430035017,67.8379807425438,68.333018481586,68.8280562206281,69.3230939596703,69.6027323234327,69.8823706871954,70.1620090509579,70.4416474147204,70.4416474147204
112,"BLR","Belarus",48.8730350460705,48.8730350460705,48.8730350460705,48.8730350460705,48.8730350460705,48.8730350460705,48.9346279382355,48.9962208304003,49.0578137225653,49.1194066147304,49.1809995068952,49.2425923990602,49.3041852912252,49.3657781833903,49.4273710755551,49.4889639677201,50.6833677515779,51.8777715354356,53.0721753192932,54.2665791031509,55.4609828870087,56.0323309842485,56.6036790814881,57.1750271787279,57.7463752759678,57.7463752759678
56,"BEL","Belgium",50.3055676123517,50.3055676123517,50.3055676123517,50.3055676123517,50.3055676123517,50.3055676123517,51.3239219120188,52.3422762116857,53.3606305113528,54.3789848110197,55.3973391106868,56.4156934103539,57.4340477100208,58.4524020096879,59.4707563093548,60.489110609022,61.4442849243644,62.3994592397069,63.3546335550491,64.3098078703915,65.264982185734,65.8085524157102,66.3521226456864,66.8956928756629,67.4392631056392,67.4392631056392
84,"BLZ","Belize",37.8328271298196,37.8328271298196,37.8328271298196,37.8328271298196,37.8328271298196,37.8328271298196,39.0038790813878,40.1749310329561,41.3459829845242,42.5170349360926,43.6880868876607,44.8591388392289,46.0301907907972,47.2012427423654,48.3722946939337,49.5433466455018,50.0949337445928,50.6465208436837,51.1981079427747,51.7496950418656,52.3012821409566,52.8410677443797,53.3808533478025,53.9206389512255,54.4604245546486,54.4604245546486
204,"BEN","Benin",31.6502561571979,31.6502561571979,31.6502561571979,31.6502561571979,31.6502561571979,31.6502561571979,31.8127049455626,31.975153733927,32.1376025222916,32.3000513106562,32.4625000990206,32.6249488873853,32.7873976757499,32.9498464641145,33.1122952524789,33.2747440408435,33.5482307606329,33.8217174804224,34.0952042002118,34.3686909200013,34.6421776397906,35.1748880712984,35.7075985028064,36.2403089343145,36.7730193658222,36.7730193658222
60,"BMU","Bermuda",64.6834893172874,64.6834893172874,64.6834893172874,64.6834893172874,64.6834893172874,64.6834893172874,65.8904321354312,67.0973749535752,68.3043177717191,69.5112605898632,70.718203408007,71.925146226151,73.1320890442948,74.3390318624389,75.545974680583,76.7529174987268,77.4243249939137,78.0957324891006,78.7671399842878,79.4385474794747,80.1099549746616,80.9702475029435,81.8305400312251,82.6908325595067,83.5511250877886,83.5511250877886
64,"BTN","Bhutan",33.7668730054992,33.7668730054992,33.7668730054992,33.7668730054992,33.7668730054992,33.7668730054992,34.1943870872725,34.6219011690456,35.049415250819,35.4769293325923,35.9044434143654,36.3319574961388,36.7594715779121,37.1869856596855,37.6144997414586,38.0420138232319,38.6043309607046,39.1666480981773,39.7289652356503,40.291282373123,40.8535995105957,41.4538516917287,42.0541038728615,42.6543560539943,43.2546082351274,43.2546082351274
68,"BOL","Bolivia",38.1049216141823,38.1049216141823,38.1049216141823,38.1049216141823,38.1049216141823,38.1049216141823,38.4437634516344,38.7826052890864,39.1214471265383,39.4602889639905,39.7991308014427,40.1379726388947,40.4768144763469,40.8156563137988,41.1544981512507,41.493339988703,41.6803160868146,41.8672921849262,42.0542682830381,42.2412443811497,42.4282204792613,42.7337635939661,43.0393067086706,43.3448498233751,43.6503929380798,43.6503929380798
70,"BIH","Bosnia and Herzegovina",33.9955409678352,33.9955409678352,33.9955409678352,33.9955409678352,33.9955409678352,33.9955409678352,34.4552915988849,34.9150422299349,35.3747928609846,35.8345434920346,36.2942941230844,36.7540447541341,37.2137953851841,37.6735460162338,38.1332966472838,38.5930472783336,38.9671997454048,39.341352212476,39.7155046795473,40.0896571466185,40.4638096136898,41.0718078349399,41.6798060561903,42.2878042774408,42.8958024986909,42.8958024986909
72,"BWA","Botswana",24.2588344460354,24.2588344460354,24.2588344460354,24.2588344460354,24.2588344460354,24.2588344460354,25.1416536607691,26.0244728755028,26.9072920902363,27.79011130497,28.6729305197037,29.5557497344374,30.4385689491711,31.3213881639046,32.2042073786383,33.087026593372,33.8549571687327,34.6228877440934,35.3908183194538,36.1587488948145,36.9266794701751,37.6341595691931,38.341639668211,39.0491197672292,39.7565998662472,39.7565998662472
76,"BRA","Brazil",43.2461719419653,43.2461719419653,43.2461719419653,43.2461719419653,43.2461719419653,43.2461719419653,44.0417638348573,44.8373557277494,45.6329476206414,46.4285395135334,47.2241314064254,48.0197232993177,48.8153151922098,49.6109070851018,50.4064989779938,51.2020908708859,52.1259068768822,53.0497228828787,53.973538888875,54.8973548948715,55.8211709008678,56.5880480876255,57.3549252743832,58.1218024611411,58.8886796478988,58.8886796478988
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",51.8022312536162,51.8022312536162,51.8022312536162,51.8022312536162,51.8022312536162,51.8022312536162,52.6722037062106,53.5421761588049,54.4121486113992,55.2821210639936,56.1520935165877,57.022065969182,57.8920384217763,58.7620108743707,59.631983326965,60.5019557795593,61.3284797644516,62.1550037493441,62.9815277342364,63.8080517191289,64.6345757040211,65.5639252415839,66.4932747791469,67.4226243167099,68.3519738542727,68.3519738542727
100,"BGR","Bulgaria",33.4010337610013,33.4010337610013,33.4010337610013,33.4010337610013,33.4010337610013,33.4010337610013,34.1092343887702,34.8174350165392,35.5256356443081,36.233836272077,36.942036899846,37.6502375276149,38.3584381553839,39.0666387831528,39.7748394109217,40.4830400386906,41.1775344781614,41.8720289176323,42.5665233571028,43.2610177965736,43.9555122360444,44.414207746165,44.8729032562859,45.3315987664065,45.7902942765273,45.7902942765273
854,"BFA","Burkina Faso",29.7202725948855,29.7202725948855,29.7202725948855,29.7202725948855,29.7202725948855,29.7202725948855,29.5982121547255,29.4761517145655,29.3540912744058,29.2320308342458,29.1099703940858,28.9879099539259,28.8658495137659,28.7437890736061,28.6217286334462,28.4996681932862,28.5159137668658,28.5321593404455,28.5484049140253,28.564650487605,28.5808960611846,28.8490096898975,29.1171233186102,29.3852369473229,29.6533505760358,29.6533505760358
108,"BDI","Burundi",26.344707999929,26.344707999929,26.344707999929,26.344707999929,26.344707999929,26.344707999929,26.8908951182127,27.4370822364966,27.9832693547803,28.5294564730643,29.075643591348,29.6218307096317,30.1680178279157,30.7142049461994,31.2603920644834,31.8065791827671,32.2957843748591,32.784989566951,33.2741947590427,33.7633999511347,34.2526051432267,34.6285147409595,35.004424338692,35.3803339364245,35.7562435341573,35.7562435341573
132,"CPV","Cabo Verde",55.2096366464817,55.2096366464817,55.2096366464817,55.2096366464817,55.2096366464817,55.2096366464817,55.8119127675522,56.4141888886228,57.0164650096933,57.6187411307638,58.2210172518341,58.8232933729046,59.4255694939751,60.0278456150457,60.6301217361162,61.2323978571867,61.4793064075984,61.7262149580101,61.9731235084216,62.2200320588333,62.466940609245,61.7173222935557,60.9677039778662,60.2180856621766,59.4684673464874,59.4684673464874
116,"KHM","Cambodia",27.778410411598,27.778410411598,27.778410411598,27.778410411598,27.778410411598,27.778410411598,28.1418559261346,28.5053014406715,28.8687469552081,29.232192469745,29.5956379842817,29.9590834988183,30.3225290133552,30.6859745278918,31.0494200424287,31.4128655569653,31.8449242103607,32.276982863756,32.7090415171515,33.1411001705468,33.5731588239422,33.9342267711211,34.2952947183003,34.6563626654792,35.0174306126581,35.0174306126581
120,"CMR","Cameroon",31.456368123955,31.456368123955,31.456368123955,31.456368123955,31.456368123955,31.456368123955,31.4796069073906,31.5028456908259,31.5260844742616,31.5493232576971,31.5725620411327,31.5958008245681,31.6190396080037,31.6422783914393,31.6655171748747,31.6887559583103,32.0398783022077,32.3910006461052,32.7421229900024,33.0932453338998,33.4443676777973,34.1150677468008,34.7857678158046,35.4564678848084,36.1271679538119,36.1271679538119
124,"CAN","Canada",83.9526518316171,83.9526518316171,83.9526518316171,83.9526518316171,83.9526518316171,83.9526518316171,84.6246732650243,85.2966946984315,85.9687161318387,86.6407375652459,87.3127589986531,87.9847804320602,88.6568018654674,89.3288232988747,90.0008447322818,90.672866165689,91.4339221594379,92.1949781531868,92.9560341469357,93.7170901406846,94.4781461344334,94.9990359006565,95.5199256668794,96.0408154331025,96.5617051993255,96.5617051993255
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",21.1970774079462,21.1970774079462,21.1970774079462,21.1970774079462,21.1970774079462,21.1970774079462,21.2816433582303,21.3662093085143,21.4507752587984,21.5353412090824,21.6199071593665,21.7044731096508,21.7890390599349,21.873605010219,21.958170960503,22.0427369107871,22.1837762086137,22.3248155064406,22.4658548042673,22.6068941020942,22.7479333999209,23.0596539627269,23.3713745255329,23.6830950883389,23.994815651145,23.994815651145
148,"TCD","Chad",27.6244782512435,27.6244782512435,27.6244782512435,27.6244782512435,27.6244782512435,27.6244782512435,27.53113078189,27.4377833125367,27.3444358431833,27.2510883738299,27.1577409044762,27.0643934351228,26.9710459657694,26.877698496416,26.7843510270626,26.6910035577092,26.9122709001648,27.1335382426205,27.3548055850761,27.5760729275317,27.7973402699874,28.1174886286459,28.4376369873045,28.7577853459631,29.0779337046217,29.0779337046217
152,"CHL","Chile",86.8581193719663,86.8581193719663,86.8581193719663,86.8581193719663,86.8581193719663,86.8581193719663,87.3760324864203,87.8939456008741,88.4118587153281,88.9297718297818,89.4476849442358,89.9655980586896,90.4835111731434,91.0014242875973,91.5193374020511,92.0372505165051,92.7492490530698,93.4612475896345,94.1732461261989,94.8852446627635,95.5972431993282,96.1558003690658,96.7143575388036,97.2729147085412,97.8314718782787,97.8314718782787
156,"CHN","China",27.2402930963644,27.2402930963644,27.2402930963644,27.2402930963644,27.2402930963644,27.2402930963644,27.6241651399831,28.0080371836019,28.3919092272203,28.7757812708391,29.1596533144578,29.5435253580765,29.9273974016952,30.3112694453137,30.6951414889324,31.0790135325512,31.7400392257073,32.4010649188635,33.0620906120196,33.7231163051758,34.384141998332,35.1797672604228,35.9753925225137,36.7710177846043,37.5666430466952,37.5666430466952
170,"COL","Colombia",43.2394876412696,43.2394876412696,43.2394876412696,43.2394876412696,43.2394876412696,43.2394876412696,44.1660136532604,45.0925396652515,46.0190656772423,46.9455916892334,47.8721177012242,48.798643713215,49.7251697252061,50.6516957371969,51.5782217491879,52.5047477611788,53.7566745740912,55.0086013870037,56.2605281999164,57.5124550128288,58.7643818257413,59.5368643369975,60.3093468482534,61.0818293595096,61.8543118707659,61.8543118707659
174,"COM","Comoros",35.5705779643885,35.5705779643885,35.5705779643885,35.5705779643885,35.5705779643885,35.5705779643885,36.2630184778377,36.9554589912869,37.6478995047359,38.3403400181851,39.0327805316344,39.7252210450836,40.4176615585328,41.1101020719818,41.802542585431,42.4949830988802,42.8497313469831,43.2044795950859,43.5592278431885,43.9139760912913,44.2687243393942,44.9693853459612,45.6700463525281,46.3707073590953,47.0713683656623,47.0713683656623
184,"COK","Cook Islands",97.9829594090869,97.9829594090869,97.9829594090869,97.9829594090869,97.9829594090869,97.9829594090869,98.7139098984152,99.4448603877435,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
188,"CRI","Costa Rica",42.9366411487859,42.9366411487859,42.9366411487859,42.9366411487859,42.9366411487859,42.9366411487859,43.4607352480922,43.9848293473983,44.5089234467046,45.0330175460109,45.557111645317,46.0812057446233,46.6052998439296,47.1293939432359,47.653488042542,48.1775821418483,49.0079451446372,49.8383081474258,50.6686711502147,51.4990341530034,52.3293971557923,52.6877141415669,53.0460311273416,53.4043481131162,53.7626650988909,53.7626650988909
384,"CIV","Cote d'Ivoire",36.5083524672385,36.5083524672385,36.5083524672385,36.5083524672385,36.5083524672385,36.5083524672385,36.8179370346673,37.127521602096,37.437106169525,37.7466907369538,38.0562753043825,38.3658598718112,38.6754444392399,38.9850290066689,39.2946135740977,39.6041981415264,40.0084015830106,40.4126050244947,40.8168084659786,41.2210119074628,41.625215348947,42.4363127974644,43.2474102459817,44.0585076944991,44.8696051430164,44.8696051430164
191,"HRV","Croatia",60.9766320232792,60.9766320232792,60.9766320232792,60.9766320232792,60.9766320232792,60.9766320232792,61.663024501287,62.3494169792947,63.0358094573028,63.7222019353105,64.4085944133183,65.094986891326,65.7813793693338,66.4677718473418,67.1541643253495,67.8405568033573,68.5715170919371,69.3024773805166,70.0334376690964,70.764397957676,71.4953582462558,72.3856844508802,73.2760106555044,74.1663368601286,75.056663064753,75.056663064753
192,"CUB","Cuba",39.4164296241529,39.4164296241529,39.4164296241529,39.4164296241529,39.4164296241529,39.4164296241529,39.9236827114405,40.4309357987284,40.938188886016,41.4454419733039,41.9526950605915,42.4599481478791,42.9672012351669,43.4744543224545,43.9817074097424,44.48896049703,44.8967285716,45.3044966461699,45.7122647207402,46.1200327953101,46.5278008698801,46.9641609932933,47.4005211167062,47.8368812401194,48.2732413635326,48.2732413635326
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",48.9577353966341,48.9577353966341,48.9577353966341,48.9577353966341,48.9577353966341,48.9577353966341,50.0867988408394,51.2158622850446,52.34492572925,53.4739891734553,54.6030526176605,55.7321160618657,56.8611795060709,57.9902429502764,59.1193063944816,60.2483698386868,61.3498202204296,62.4512706021724,63.5527209839155,64.6541713656582,65.755621747401,66.6727046243475,67.5897875012939,68.5068703782404,69.4239532551868,69.4239532551868
203,"CZE","Czech Republic",58.179189950466,58.179189950466,58.179189950466,58.179189950466,58.179189950466,58.179189950466,59.2563326504847,60.3334753505034,61.4106180505221,62.4877607505408,63.5649034505595,64.6420461505782,65.719188850597,66.7963315506157,67.8734742506344,68.9506169506531,69.8725498795659,70.7944828084787,71.7164157373916,72.6383486663044,73.5602815952172,74.2646032699948,74.9689249447724,75.6732466195499,76.3775682943275,76.3775682943275
180,"COD","Dem. Rep. Congo",33.1363587307539,33.1363587307539,33.1363587307539,33.1363587307539,33.1363587307539,33.1363587307539,33.1111774629809,33.0859961952079,33.0608149274349,33.0356336596619,33.0104523918887,32.9852711241157,32.9600898563427,32.9349085885698,32.9097273207968,32.8845460530238,33.2464755438091,33.6084050345943,33.9703345253793,34.3322640161646,34.6941935069498,35.0333780869825,35.3725626670154,35.7117472470483,36.050931827081,36.050931827081
208,"DNK","Denmark",81.2938425364968,81.2938425364968,81.2938425364968,81.2938425364968,81.2938425364968,81.2938425364968,82.5202177629786,83.7465929894605,84.9729682159424,86.1993434424242,87.4257186689061,88.6520938953879,89.8784691218698,91.1048443483516,92.3312195748335,93.5575948013153,94.8574715544489,96.1573483075824,97.457225060716,98.7571018138495,100,100,100,100,100,100
262,"DJI","Djibouti",36.9127707771518,36.9127707771518,36.9127707771518,36.9127707771518,36.9127707771518,36.9127707771518,37.2761464568685,37.639522136585,38.0028978163017,38.3662734960184,38.7296491757351,39.0930248554515,39.4564005351682,39.8197762148849,40.1831518946014,40.5465275743181,41.1915449658735,41.8365623574287,42.4815797489841,43.1265971405392,43.7716145320946,44.3798117831754,44.988009034256,45.5962062853368,46.2044035364175,46.2044035364175
212,"DMA","Dominica",44.5294433377193,44.5294433377193,44.5294433377193,44.5294433377193,44.5294433377193,44.5294433377193,44.9706884659038,45.4119335940882,45.8531787222727,46.2944238504571,46.7356689786413,47.1769141068258,47.6181592350102,48.0594043631947,48.5006494913792,48.9418946195636,49.2011193135679,49.4603440075721,49.7195687015764,49.9787933955806,50.2380180895849,50.8796675598036,51.5213170300225,52.1629665002412,52.8046159704601,52.8046159704601
214,"DOM","Dominican Republic",31.3980320212301,31.3980320212301,31.3980320212301,31.3980320212301,31.3980320212301,31.3980320212301,31.1985494871305,30.999066953031,30.7995844189314,30.6001018848318,30.4006193507323,30.2011368166329,30.0016542825334,29.8021717484338,29.6026892143342,29.4032066802347,28.8615681024616,28.3199295246885,27.7782909469151,27.2366523691421,26.695013791369,27.51924938987,28.3434849883708,29.1677205868719,29.9919561853729,29.9919561853729
218,"ECU","Ecuador",58.7961541810766,58.7961541810766,58.7961541810766,58.7961541810766,58.7961541810766,58.7961541810766,58.6976849483454,58.5992157156139,58.5007464828827,58.4022772501512,58.3038080174197,58.2053387846885,58.1068695519571,58.0084003192258,57.9099310864944,57.8114618537631,58.4229618574014,59.0344618610399,59.6459618646782,60.2574618683167,60.868961871955,61.4060018653703,61.9430418587858,62.480081852201,63.0171218456165,63.0171218456165
818,"EGY","Egypt",10.2322912657118,10.2322912657118,10.2322912657118,10.2322912657118,10.2322912657118,10.2322912657118,10.2195507661335,10.2068102665552,10.1940697669769,10.1813292673986,10.1685887678203,10.1558482682417,10.1431077686634,10.1303672690851,10.1176267695068,10.1048862699285,10.286840899399,10.4687955288698,10.6507501583403,10.832704787811,11.0146594172815,11.6386468951538,12.2626343730261,12.8866218508984,13.5106093287706,13.5106093287706
222,"SLV","El Salvador",29.1853987403175,29.1853987403175,29.1853987403175,29.1853987403175,29.1853987403175,29.1853987403175,29.4684239034972,29.7514490666767,30.0344742298564,30.3174993930361,30.6005245562156,30.8835497193954,31.1665748825751,31.4496000457548,31.7326252089343,32.015650372114,32.1753521908115,32.3350540095089,32.4947558282063,32.6544576469037,32.8141594656011,33.4830915370531,34.1520236085049,34.8209556799569,35.4898877514089,35.4898877514089
226,"GNQ","Equatorial Guinea",25.2997162344034,25.2997162344034,25.2997162344034,25.2997162344034,25.2997162344034,25.2997162344034,26.3712007177406,27.4426852010779,28.5141696844154,29.5856541677527,30.65713865109,31.7286231344273,32.8001076177646,33.8715921011021,34.9430765844394,36.0145610677766,36.5637016591629,37.1128422505491,37.6619828419353,38.2111234333216,38.7602640247078,39.1001925038106,39.4401209829136,39.7800494620164,40.1199779411191,40.1199779411191
232,"ERI","Eritrea",27.6986594766386,27.6986594766386,27.6986594766386,27.6986594766386,27.6986594766386,27.6986594766386,28.190184814555,28.6817101524715,29.1732354903879,29.6647608283043,30.1562861662205,30.647811504137,31.1393368420534,31.6308621799698,32.1223875178863,32.6139128558027,33.2301087161093,33.8463045764158,34.4625004367221,35.0786962970286,35.6948921573351,36.3537629113539,37.0126336653726,37.6715044193915,38.3303751734103,38.3303751734103
233,"EST","Estonia",74.1699395597396,74.1699395597396,74.1699395597396,74.1699395597396,74.1699395597396,74.1699395597396,74.9054281631873,75.640916766635,76.3764053700829,77.1118939735306,77.8473825769783,78.582871180426,79.3183597838737,80.0538483873217,80.7893369907694,81.5248255942171,82.1707179322133,82.8166102702097,83.4625026082059,84.1083949462023,84.7542872841985,85.4189297319911,86.0835721797839,86.7482146275764,87.412857075369,87.412857075369
748,"SWZ","Eswatini",32.0866014562349,32.0866014562349,32.0866014562349,32.0866014562349,32.0866014562349,32.0866014562349,32.1534278039601,32.220254151685,32.2870804994102,32.3539068471351,32.42073319486,32.4875595425852,32.5543858903104,32.6212122380353,32.6880385857603,32.7548649334855,33.6793304955716,34.6037960576578,35.5282616197437,36.4527271818298,37.377192743916,38.0799222582783,38.7826517726406,39.4853812870026,40.1881108013649,40.1881108013649
231,"ETH","Ethiopia",20.9341189616472,20.9341189616472,20.9341189616472,20.9341189616472,20.9341189616472,20.9341189616472,21.8010504468131,22.667981931979,23.5349134171447,24.4018449023107,25.2687763874766,26.1357078726425,27.0026393578084,27.8695708429742,28.7365023281401,29.603433813306,30.3471085452569,31.0907832772076,31.8344580091585,32.5781327411092,33.3218074730601,33.9389447557245,34.5560820383891,35.1732193210535,35.7903566037181,35.7903566037181
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
