"code","iso","country","BCA.ind.1995","BCA.ind.1996","BCA.ind.1997","BCA.ind.1998","BCA.ind.1999","BCA.ind.2000","BCA.ind.2001","BCA.ind.2002","BCA.ind.2003","BCA.ind.2004","BCA.ind.2005","BCA.ind.2006","BCA.ind.2007","BCA.ind.2008","BCA.ind.2009","BCA.ind.2010","BCA.ind.2011","BCA.ind.2012","BCA.ind.2013","BCA.ind.2014","BCA.ind.2015","BCA.ind.2016","BCA.ind.2017","BCA.ind.2018","BCA.ind.2019","BCA.ind.2020"
50,"BGD","Bangladesh",48.9410747029182,48.9410747029182,48.9410747029182,48.9410747029182,48.9410747029182,47.827212013391,45.9053870437414,43.4745633092871,42.6485080945937,41.3742338302273,38.097171462335,39.8056350214614,40.7470769399924,43.1346839029745,46.2536782544107,48.851484491883,47.5817997012931,47.0712376703052,49.3173389138393,50.969904237011,50.969904237011,50.969904237011,50.969904237011,50.969904237011,50.969904237011,50.969904237011
52,"BRB","Barbados",100,100,100,100,100,94.1694137257961,70.5323442269014,66.1389859637028,51.2993066663208,54.7416001218605,55.271226358703,57.9017836246104,46.620655380288,42.9155620746011,30.4450227886442,16.6181544498064,16.2071800680445,10.2095723990619,11.0348376340399,8.20747353294396,8.20747353294396,8.20747353294396,8.20747353294396,8.20747353294396,8.20747353294396,8.20747353294396
112,"BLR","Belarus",93.5667729790186,93.5667729790186,93.5667729790186,93.5667729790186,93.5667729790186,100,100,100,95.450395401,84.3203127899374,68.965892073507,43.2970293931155,28.2186813345685,7.92253546587386,0.478819888575885,0,0,0,5.83594291351001,15.6694970346592,15.6694970346592,15.6694970346592,15.6694970346592,15.6694970346592,15.6694970346592,15.6694970346592
56,"BEL","Belgium",100,100,100,100,100,100,100,100,100,100,100,100,100,100,91.9051895240857,91.8905367815603,88.1961607013178,100,100,100,100,100,100,100,100,100
84,"BLZ","Belize",34.5494637586036,34.5494637586036,34.5494637586036,34.5494637586036,34.5494637586036,21.023552987592,7.57828179155806,23.8756490317269,39.7170692422079,50.4233594535332,61.5386897337304,79.2305696256397,80.1740628633398,100,89.5030448141261,56.5075492844104,31.2182375704706,22.7847155489295,18.0051504178625,11.1102078145637,11.1102078145637,11.1102078145637,11.1102078145637,11.1102078145637,11.1102078145637,11.1102078145637
204,"BEN","Benin",34.2147232641308,34.2147232641308,34.2147232641308,34.2147232641308,34.2147232641308,61.0897738011881,83.4383589022991,100,100,100,100,92.0525731495857,58.5508679234732,29.5349537295629,1.31690301749698,0,0,0,1.4757027975151,11.9360455118548,11.9360455118548,11.9360455118548,11.9360455118548,11.9360455118548,11.9360455118548,11.9360455118548
60,"BMU","Bermuda",100,100,100,100,100,100,96.3359275829804,100,100,77.9280838417274,87.434139414801,78.6564639882631,57.658751179891,90.8287936393471,92.8088432002793,78.0035524433032,97.577321039972,94.7945203379074,97.1852199765381,97.1852199765381,97.1852199765381,97.1852199765381,97.1852199765381,97.1852199765381,97.1852199765381,97.1852199765381
64,"BTN","Bhutan",49.7675456041077,49.7675456041077,49.7675456041077,49.7675456041077,49.7675456041077,41.6343774979957,36.0258458990023,33.1310909673591,40.835093287629,54.5115652192898,70.070753382753,71.2955101631281,70.9802644783123,67.4935459367109,66.247059650897,59.9354452123912,51.7684462043157,44.1266088443468,40.4287953527985,39.8412745020868,39.8412745020868,39.8412745020868,39.8412745020868,39.8412745020868,39.8412745020868,39.8412745020868
68,"BOL","Bolivia",100,100,100,100,100,100,100,100,100,96.7588475738505,59.2537168843746,35.1033459585438,20.5583131003873,13.5226975481502,17.3108381043281,10.8338591326473,6.95943169061198,4.96085729161535,2.26030077071141,2.68528626348663,2.68528626348663,2.68528626348663,2.68528626348663,2.68528626348663,2.68528626348663,2.68528626348663
70,"BIH","Bosnia and Herzegovina",45.2509700975361,45.2509700975361,45.2509700975361,45.2509700975361,45.2509700975361,45.2509700975361,45.2509700975361,45.2509700975361,45.2509700975361,25.2806416869976,6.00121377544913,0,0,0,0,0,0,16.3656945958529,46.767357103111,75.6969025777656,75.6969025777656,75.6969025777656,75.6969025777656,75.6969025777656,75.6969025777656,75.6969025777656
72,"BWA","Botswana",36.6826703712375,36.6826703712375,36.6826703712375,36.6826703712375,36.6826703712375,40.5090583306897,41.2856901914489,40.1368163000224,43.6054908429353,51.7347936183618,62.8139644440863,72.399113398771,72.3734464842687,64.6149188476781,60.318105167826,33.6328337273941,19.1707649803204,8.88261380464535,4.74789115809068,6.64272804560795,6.64272804560795,6.64272804560795,6.64272804560795,6.64272804560795,6.64272804560795,6.64272804560795
76,"BRA","Brazil",92.0133927990298,92.0133927990298,92.0133927990298,92.0133927990298,92.0133927990298,97.9871966538145,95.1417188890589,81.992357769636,73.829443423258,63.7148585165296,55.0937291589016,46.7297714459357,38.1030523250226,30.097388711096,27.9255338633819,30.431352308648,36.0240644506734,40.6633098005954,47.7562261048957,53.8679573618337,53.8679573618337,53.8679573618337,53.8679573618337,53.8679573618337,53.8679573618337,53.8679573618337
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
